pair,method,pair_content_sha256,method_view_sha256,dense_point_count,raw_query_count,build_runtime_s,instance_evaluation_runtime_s,identity_evaluation_runtime_s,artifact_runtime_s,cached_joint_forward_runtime_s,cached_joint_forward_peak_memory_bytes,status
scene0109_00-scene0109_01,P0,db8c3463022049d4b0bc8e4e2f7259045cc488640e663442dd94e9c556ca9fa0,223525647c308cb3412a4eed7b83b116137468c0b7ba56691a5d13e55b0f2d0d,1609563,92,12.463945042807609,2.1426767352968454,8.12840642919764,2.2844883832149208,0.43849461898207664,1100020224,PASS
scene0109_00-scene0109_01,P1,db8c3463022049d4b0bc8e4e2f7259045cc488640e663442dd94e9c556ca9fa0,6e7889932065c40320cdca3cb039f729168854a65b679dfdf2cf1ed960f99c84,1609563,92,2.115372135769576,2.1458254023455083,8.300206784624606,2.4257014971226454,0.43849461898207664,1100020224,PASS
scene0109_00-scene0109_01,P2,db8c3463022049d4b0bc8e4e2f7259045cc488640e663442dd94e9c556ca9fa0,8e6491fc8dbdf9b6ac446cec71eda77edb78b06f7d3353db6c402fa37e06709e,1609563,92,1.7367942910641432,2.149252207018435,8.289998454973102,2.6960512860678136,0.43849461898207664,1100020224,PASS
