optimizer_update,total,loss_ce,loss_mask,loss_dice,loss_region,loss_consistency,mean_micro_loss,gradient_norm_before_clip,optimizer_group_0_gradient_norm,optimizer_group_1_gradient_norm,all_gradients_finite
1,35.25965118408203,0.44340017437934875,0.06013667583465576,0.6540510058403015,4.366962432861328,2.8704652786254883,35.29007911682129,79.02159881591797,0.9996026600848358,0.0281871079194833,True
2,35.51615524291992,0.44801396131515503,0.05995921418070793,0.6604534983634949,4.263350963592529,2.986449718475342,35.432695388793945,133.9209442138672,0.9998649295807763,0.016432322550327734,True
3,34.951416015625,0.3449550271034241,0.061199869960546494,0.6584233641624451,4.163053512573242,2.946704387664795,34.726097106933594,60.11769485473633,0.9993378690255399,0.03638581462847303,True
4,34.56099319458008,0.3499966561794281,0.05872746929526329,0.6577686071395874,4.046802520751953,2.823897361755371,34.820051193237305,64.32958984375,0.999436728062913,0.03355907089766502,True
5,34.5302619934082,0.3997099995613098,0.05620507150888443,0.660319447517395,3.9638144969940186,2.8168439865112305,34.50154685974121,62.44695281982422,0.9994109394364746,0.034321777781621154,True
6,33.80280685424805,0.3040497303009033,0.05726538971066475,0.6604521870613098,3.8491463661193848,2.855743408203125,33.873762130737305,58.23925018310547,0.9993441863249749,0.036207987632571055,True
7,33.53990173339844,0.37540745735168457,0.05498744174838066,0.66161048412323,3.7534608840942383,2.826352119445801,33.55250930786133,53.56003952026367,0.9992545829628157,0.038602699939728556,True
8,33.68921661376953,0.3883141279220581,0.05494796112179756,0.6562480330467224,3.658806085586548,2.9197487831115723,33.386409759521484,75.24118041992188,0.9996420375226671,0.026753440022850978,True
9,33.107460021972656,0.3352210223674774,0.05507996305823326,0.6532244086265564,3.5655813217163086,2.8533291816711426,33.26572227478027,72.82402038574219,0.9996284249767227,0.027259400505144388,True
10,33.47587203979492,0.33586421608924866,0.05223746970295906,0.6479565501213074,3.4630439281463623,2.850795269012451,33.28459358215332,75.04344177246094,0.9996708115233396,0.02565627164456986,True
11,32.541168212890625,0.25288036465644836,0.051524002104997635,0.6463017463684082,3.3752217292785645,2.8353841304779053,32.76869773864746,49.70650863647461,0.9992818871834186,0.03788936516320908,True
12,32.152591705322266,0.20565569400787354,0.052367210388183594,0.6490739583969116,3.299312114715576,2.8886795043945312,32.18461990356445,63.36857986450195,0.9995888625922756,0.02867240371663675,True
13,31.984901428222656,0.23960715532302856,0.048924870789051056,0.6423582434654236,3.2218587398529053,2.8638057708740234,32.044485092163086,51.46140670776367,0.9994158490267423,0.034176160936899964,True
14,31.357194900512695,0.20331960916519165,0.050843413919210434,0.6453885436058044,3.1367123126983643,2.850358247756958,31.24614143371582,59.897483825683594,0.9996002278569484,0.0282727923660982,True
15,31.291784286499023,0.18875762820243835,0.050701674073934555,0.6453079581260681,3.059537887573242,2.8655965328216553,31.379813194274902,53.881168365478516,0.9995502668766256,0.02998834992333259,True
16,31.621999740600586,0.3257417678833008,0.05254416540265083,0.6587222814559937,2.989788055419922,2.8154594898223877,31.38027858734131,52.354766845703125,0.9995679428668441,0.029393086281599187,True
17,30.125455856323242,0.1773967444896698,0.05179942399263382,0.650233268737793,2.911090612411499,2.871715545654297,31.043170928955078,52.2695198059082,0.999610464372972,0.027907366250102237,True
18,31.29585838317871,0.2584725320339203,0.05109178647398949,0.648310124874115,2.858767032623291,2.9419476985931396,30.955296516418457,118.26171875,0.9999323929031064,0.011627000539451695,True
19,29.559146881103516,0.13837409019470215,0.04931974783539772,0.6530281901359558,2.785621166229248,2.9828813076019287,30.230950355529785,49.60029220581055,0.9996549705312058,0.026268436454010984,True
20,29.547407150268555,0.1717958152294159,0.0486883670091629,0.6435561180114746,2.734278917312622,2.9941189289093018,29.631473541259766,88.8728256225586,0.9999065265693646,0.013673685303186606,True
21,29.813549041748047,0.13966715335845947,0.047561679035425186,0.6369550228118896,2.6983113288879395,2.911278486251831,30.05337142944336,50.457088470458984,0.9997494815257566,0.022379380200209804,True
22,28.86345672607422,0.07748819887638092,0.05073681101202965,0.6473590135574341,2.641434907913208,2.985907793045044,29.171042442321777,56.31733703613281,0.9998266360699384,0.01862332685007515,True
