method_id,run_id,status,optimizer_updates,new_optimizer_updates,environment_count,pair_count,micro_steps_completed,exposure_counts_json,first_total_loss,final_total_loss,first_mask_loss,final_mask_loss,training_runtime_s,peak_gpu_bytes,terminal_weights_sha256,terminal_weights_bytes,curve_sha256,replay_atol,replay_max_abs_difference
OBS_BASE_TUNED,20260908_multienv_v3_base_tuned_me_1000,TRAIN_RUN_PASS,1000,1000,6,6,2000,"{""scene0001_00-scene0001_01"":333,""scene0063_00-scene0063_02"":333,""scene0078_00-scene0078_01"":334,""scene0147_00-scene0147_01"":333,""scene0156_00-scene0156_01"":334,""scene0201_00-scene0201_01"":333}",39.119449615478516,23.612960815429688,0.052751606330275536,0.028029979206621647,2184.367353051901,3992772096,96fdb9159616cf1fd51fe038faa6c1f6e7119d39b684c9d78bf8a978478e8410,7284252,659c0e63b3e75fbf9e5ca96aa0311f1a71b190250e4c02c78c332e19feb50b80,0.000001,0.0
OBS_FUSE,20260908_multienv_v3_fuse_me_1000_replayfix,TRAIN_RUN_PASS,1000,1000,6,6,2000,"{""scene0001_00-scene0001_01"":333,""scene0063_00-scene0063_02"":333,""scene0078_00-scene0078_01"":334,""scene0147_00-scene0147_01"":333,""scene0156_00-scene0156_01"":334,""scene0201_00-scene0201_01"":333}",40.22546195983887,24.364100456237793,0.051638348028063774,0.02898525632917881,2356.453418429941,4164721664,eaebaf2a46fc335764f287386745a36813742a1749a710039e407d8a2fb1a587,8084372,204360a987604f665383969da03ada9caafdd61918b02b538cecb1e4857b8c3d,0.00005,0.00002288818359375
OBS_FULL,20260908_multienv_v3_full_me_1000,TRAIN_RUN_PASS,1000,1000,6,6,2000,"{""scene0001_00-scene0001_01"":333,""scene0063_00-scene0063_02"":333,""scene0078_00-scene0078_01"":334,""scene0147_00-scene0147_01"":333,""scene0156_00-scene0156_01"":334,""scene0201_00-scene0201_01"":333}",40.4345645904541,24.17526149749756,0.052617816254496574,0.02862426172941923,2582.263055582065,5991160320,fcbcec2310fbc452afcc0e2c6d4dd5de0cdc8103041ee5ce4193399c29d6e36d,11197412,e52ecb47691581b0d746989d693e2e57c28c2c679150785cacda52d2c86601ae,0.000001,0.00000762939453125
