pair_id,visit_id,gt_instance_id,change_type,full_gt_voxels,sensor_visible_gt_voxels,sensor_visibility_status,d_intersection_voxels,best_atomic_id,best_atomic_iou,best_atomic_precision,best_atomic_recall,second_atomic_iou,union_oracle_iou,union_search_exact,union_candidate_count,union_member_ids,split_oracle_iou,best_raw_mask_iou,best_raw_query_id,best_raw_query_score,best_confident_mask_iou,provisional_failure_type,D_coverage,D_owned_coverage,D_supported_coverage,final_P2_iou
scene0359_00-scene0359_01,0,1,unchanged_or_unknown,7668,,NOT_COMPUTED,3838,ovimap:1,0.30469112865768694,0.5143484397051905,0.42775169535732915,0.07267929959222835,0.33666666666666667,True,2,"[""ovimap:1"",""ovimap:8""]",0.5005216484089724,0.004653567735263702,query_0017,0.0001051980652846396,0.0,mixed,0.5005216484089724,0.5005216484089724,0.16823161189358374,0.30469112865768694
scene0359_00-scene0359_01,0,2,rigid,218,,NOT_COMPUTED,44,ovimap:9,0.09051724137931035,0.6,0.0963302752293578,0.05042016806722689,0.16793893129770993,True,3,"[""ovimap:9"",""ovimap:10"",""ovimap:11""]",0.2018348623853211,0.16923076923076924,query_0099,0.98948073387146,0.16923076923076924,mixed,0.2018348623853211,0.2018348623853211,0.2018348623853211,0.16923076923076924
scene0359_00-scene0359_01,0,3,rigid,271,,NOT_COMPUTED,0,ovimap:1,0.0,0.0,0.0,0.0,,True,0,[],0.0,0.0,query_0062,0.9900625944137573,0.0,mixed,0.0,0.0,0.0,0.0
scene0359_00-scene0359_01,0,4,rigid,214,,NOT_COMPUTED,0,ovimap:1,0.0,0.0,0.0,0.0,,True,0,[],0.0,0.0,query_0062,0.9900625944137573,0.0,mixed,0.0,0.0,0.0,0.0
scene0359_00-scene0359_01,0,5,rigid,213,,NOT_COMPUTED,57,ovimap:3,0.20357142857142857,0.4596774193548387,0.2676056338028169,0.0,0.20357142857142857,True,1,"[""ovimap:3""]",0.2676056338028169,0.19708029197080293,query_0086,0.9844114780426025,0.19708029197080293,mixed,0.2676056338028169,0.2676056338028169,0.2535211267605634,0.19708029197080293
scene0359_00-scene0359_01,0,6,rigid,205,,NOT_COMPUTED,70,ovimap:4,0.25547445255474455,0.5035971223021583,0.34146341463414637,0.0,0.25547445255474455,True,1,"[""ovimap:4""]",0.34146341463414637,0.2397003745318352,query_0062,0.9900625944137573,0.2397003745318352,mixed,0.34146341463414637,0.34146341463414637,0.3121951219512195,0.2397003745318352
scene0359_00-scene0359_01,0,7,rigid,194,,NOT_COMPUTED,69,ovimap:2,0.26436781609195403,0.5073529411764706,0.3556701030927835,0.0,0.26436781609195403,True,1,"[""ovimap:2""]",0.3556701030927835,0.232,query_0021,0.9884946942329407,0.232,mixed,0.3556701030927835,0.3556701030927835,0.29896907216494845,0.232
scene0359_00-scene0359_01,0,8,unchanged_or_unknown,1738,,NOT_COMPUTED,137,ovimap:6,0.046067415730337076,0.6612903225806451,0.047180667433831994,0.014269406392694063,0.05964325529542921,True,4,"[""ovimap:6"",""ovimap:7""]",0.07882623705408516,0.017191977077363897,query_0046,0.00031637842766940594,0.0,mixed,0.07882623705408516,0.07882623705408516,0.06501726121979287,0.046067415730337076
scene0359_00-scene0359_01,0,9,unchanged_or_unknown,488,,NOT_COMPUTED,306,ovimap:5,0.37858032378580325,0.4911147011308562,0.6229508196721312,0.003278688524590164,0.37858032378580325,True,2,"[""ovimap:5""]",0.6270491803278688,0.001937984496124031,query_0097,0.0003048317157663405,0.0,mixed,0.6270491803278688,0.6270491803278688,0.5266393442622951,0.37858032378580325
scene0359_00-scene0359_01,1,1,unchanged_or_unknown,5869,,NOT_COMPUTED,2463,ovimap:1,0.23316361953251563,0.420843776106934,0.34332935764184697,0.059631544925662576,0.26994739149495833,True,3,"[""ovimap:1"",""ovimap:9"",""ovimap:13""]",0.41966263417958766,0.0016983695652173913,query_0017,0.0001051980652846396,0.0,mixed,0.41966263417958766,0.41966263417958766,0.20872380303288465,0.23316361953251563
