schema_version,protocol_id,status,pair,method,support_domain,iou_threshold,method_view_sha256,binding_sha256,paired_prediction_count,ambiguous_identity_count,true_positive_count,false_positive_count,endpoint_failure_count,false_reid_count,same_class_mismatch_count,duplicate_count,precision,persistent_gt_count,end_to_end_recall,conditional_gt_count,conditional_recall,conditional_status,rigid_gt_count,rigid_recall
1,RSCAN_DENSE_FIXED_ENDPOINT_IDENTITY_V1,PASS,scene0359_00-scene0359_01,P0,full,0.5,9bf3596a99f3b47769d5caf135c8e068ca0316189410649ba6ad3468fe348f57,a0aa64dcb173a51ff5d086d853a61b102779c93c0dac60f75c5c432996e3e532,0,0,0,0,0,0,0,0,,9,0.0,0,,NOT_COMPUTED_NO_FIXED_ENDPOINT_SUPPORT,6,0.0
1,RSCAN_DENSE_FIXED_ENDPOINT_IDENTITY_V1,PASS,scene0359_00-scene0359_01,P0,full,0.25,9bf3596a99f3b47769d5caf135c8e068ca0316189410649ba6ad3468fe348f57,a0aa64dcb173a51ff5d086d853a61b102779c93c0dac60f75c5c432996e3e532,0,0,0,0,0,0,0,0,,9,0.0,0,,NOT_COMPUTED_NO_FIXED_ENDPOINT_SUPPORT,6,0.0
1,RSCAN_DENSE_FIXED_ENDPOINT_IDENTITY_V1,PASS,scene0359_00-scene0359_01,P0,supported,0.5,9bf3596a99f3b47769d5caf135c8e068ca0316189410649ba6ad3468fe348f57,de217e0bc5cb6207ea61371d2b9775395823861887f08414c55e9d92356915ff,0,0,0,0,0,0,0,0,,9,0.0,0,,NOT_COMPUTED_NO_FIXED_ENDPOINT_SUPPORT,6,0.0
1,RSCAN_DENSE_FIXED_ENDPOINT_IDENTITY_V1,PASS,scene0359_00-scene0359_01,P0,supported,0.25,9bf3596a99f3b47769d5caf135c8e068ca0316189410649ba6ad3468fe348f57,de217e0bc5cb6207ea61371d2b9775395823861887f08414c55e9d92356915ff,0,0,0,0,0,0,0,0,,9,0.0,0,,NOT_COMPUTED_NO_FIXED_ENDPOINT_SUPPORT,6,0.0
1,RSCAN_DENSE_FIXED_ENDPOINT_IDENTITY_V1,PASS,scene0359_00-scene0359_01,P1,full,0.5,3e29109083c4b88f6846e23244623e8c1eb72c340f75149e3b66575b66b36c1f,2bbb72aaca1c8f6132ad24437979e5e4470bec6e932458903d3129275048bedd,2,0,0,2,2,0,0,0,0.0,9,0.0,0,,NOT_COMPUTED_NO_FIXED_ENDPOINT_SUPPORT,6,0.0
1,RSCAN_DENSE_FIXED_ENDPOINT_IDENTITY_V1,PASS,scene0359_00-scene0359_01,P1,full,0.25,3e29109083c4b88f6846e23244623e8c1eb72c340f75149e3b66575b66b36c1f,2bbb72aaca1c8f6132ad24437979e5e4470bec6e932458903d3129275048bedd,2,0,0,2,2,0,0,0,0.0,9,0.0,0,,NOT_COMPUTED_NO_FIXED_ENDPOINT_SUPPORT,6,0.0
1,RSCAN_DENSE_FIXED_ENDPOINT_IDENTITY_V1,PASS,scene0359_00-scene0359_01,P1,supported,0.5,3e29109083c4b88f6846e23244623e8c1eb72c340f75149e3b66575b66b36c1f,bb35ff010cbfffb7c36f01a6dfb027660b7c2a9deec2d7c9b5c84528a268b765,2,0,0,2,2,0,0,0,0.0,9,0.0,0,,NOT_COMPUTED_NO_FIXED_ENDPOINT_SUPPORT,6,0.0
1,RSCAN_DENSE_FIXED_ENDPOINT_IDENTITY_V1,PASS,scene0359_00-scene0359_01,P1,supported,0.25,3e29109083c4b88f6846e23244623e8c1eb72c340f75149e3b66575b66b36c1f,bb35ff010cbfffb7c36f01a6dfb027660b7c2a9deec2d7c9b5c84528a268b765,2,0,0,2,2,0,0,0,0.0,9,0.0,0,,NOT_COMPUTED_NO_FIXED_ENDPOINT_SUPPORT,6,0.0
1,RSCAN_DENSE_FIXED_ENDPOINT_IDENTITY_V1,PASS,scene0359_00-scene0359_01,P2,full,0.5,f2e807e25b298c86d6baf183b7b482d14e923b49b28de5e819d4e28107b92f94,fbc18eefc9f54388c8b72bddd527fc193efba83ebdc8a8270e4149ebcaab42c0,2,0,0,2,2,0,0,0,0.0,9,0.0,0,,NOT_COMPUTED_NO_FIXED_ENDPOINT_SUPPORT,6,0.0
1,RSCAN_DENSE_FIXED_ENDPOINT_IDENTITY_V1,PASS,scene0359_00-scene0359_01,P2,full,0.25,f2e807e25b298c86d6baf183b7b482d14e923b49b28de5e819d4e28107b92f94,fbc18eefc9f54388c8b72bddd527fc193efba83ebdc8a8270e4149ebcaab42c0,2,0,0,2,2,0,0,0,0.0,9,0.0,0,,NOT_COMPUTED_NO_FIXED_ENDPOINT_SUPPORT,6,0.0
1,RSCAN_DENSE_FIXED_ENDPOINT_IDENTITY_V1,PASS,scene0359_00-scene0359_01,P2,supported,0.5,f2e807e25b298c86d6baf183b7b482d14e923b49b28de5e819d4e28107b92f94,c0d32a0352d4a699068a474e6275c3b2d47c16f503b38d41240932a5af0e5195,2,0,0,2,2,0,0,0,0.0,9,0.0,0,,NOT_COMPUTED_NO_FIXED_ENDPOINT_SUPPORT,6,0.0
1,RSCAN_DENSE_FIXED_ENDPOINT_IDENTITY_V1,PASS,scene0359_00-scene0359_01,P2,supported,0.25,f2e807e25b298c86d6baf183b7b482d14e923b49b28de5e819d4e28107b92f94,c0d32a0352d4a699068a474e6275c3b2d47c16f503b38d41240932a5af0e5195,2,0,0,2,2,0,0,0,0.0,9,0.0,0,,NOT_COMPUTED_NO_FIXED_ENDPOINT_SUPPORT,6,0.0
