optimizer_update,total,loss_ce,loss_mask,loss_dice,loss_region,loss_consistency,mean_micro_loss,gradient_norm_before_clip,optimizer_group_0_gradient_norm,all_gradients_finite
94,23.376996994018555,0.0037417984567582607,0.03230639919638634,0.6088124513626099,-0.0,-0.0,23.3951416015625,9.262134552001953,0.9999998758257712,True
95,23.365177154541016,0.003591566812247038,0.0322427935898304,0.6092363595962524,-0.0,-0.0,23.37913990020752,9.07883071899414,0.9999999185240507,True
96,23.368173599243164,0.0039793276228010654,0.033837318420410156,0.6117113828659058,-0.0,-0.0,23.363978385925293,12.99807357788086,0.9999999689493957,True
97,23.323930740356445,0.0039025037549436092,0.03365601599216461,0.6126173138618469,-0.0,-0.0,23.32094097137451,8.520174026489258,0.9999999013434668,True
98,23.294160842895508,0.003330998122692108,0.03187595680356026,0.6176014542579651,-0.0,-0.0,23.269357681274414,9.45053482055664,0.9999999082643811,True
99,23.26335906982422,0.00361081981100142,0.032533910125494,0.6047762036323547,-0.0,-0.0,23.255491256713867,9.457086563110352,0.9999999263404762,True
100,23.21197509765625,0.003400571644306183,0.03111799992620945,0.6110186576843262,-0.0,-0.0,23.228215217590332,9.235475540161133,0.9999999416143038,True
101,23.258499145507812,0.003268249100074172,0.03200811520218849,0.6031454205513,-0.0,-0.0,23.2783784866333,10.56994915008545,0.9999999259535998,True
102,23.19208335876465,0.0033642477355897427,0.03091435693204403,0.6069487929344177,-0.0,-0.0,23.212149620056152,8.339716911315918,0.9999998482207841,True
103,23.194307327270508,0.003351405030116439,0.030917197465896606,0.6109711527824402,-0.0,-0.0,23.24893569946289,10.634881019592285,0.9999999429508063,True
104,23.123382568359375,0.0031738842371851206,0.030724188312888145,0.6057826280593872,-0.0,-0.0,23.151222229003906,11.692314147949219,0.9999999185198443,True
105,23.120988845825195,0.0038767631631344557,0.029973028227686882,0.607111394405365,-0.0,-0.0,23.171467781066895,8.171217918395996,0.999999874998472,True
106,23.155765533447266,0.0038316231220960617,0.03073856048285961,0.6069554686546326,-0.0,-0.0,23.124727249145508,10.715958595275879,0.9999998995497158,True
107,23.089588165283203,0.003884822828695178,0.031141895800828934,0.5988371968269348,-0.0,-0.0,23.1203670501709,18.977474212646484,0.9999998332658467,True
108,23.070592880249023,0.0037331318017095327,0.03072372078895569,0.60934978723526,-0.0,-0.0,23.040339469909668,11.265289306640625,0.9999999308624841,True
109,23.259403228759766,0.0029113569762557745,0.030478501692414284,0.6084731221199036,-0.0,-0.0,23.11667823791504,10.538968086242676,0.9999998941989305,True
110,23.11568260192871,0.003136219922453165,0.02990097366273403,0.6079140305519104,-0.0,-0.0,23.047067642211914,9.719831466674805,0.9999998187532646,True
111,23.009883880615234,0.0033459512051194906,0.03133853152394295,0.6053951382637024,-0.0,-0.0,23.052709579467773,11.135342597961426,0.9999999389499389,True
112,23.06141471862793,0.003633774584159255,0.029648710042238235,0.6037928462028503,-0.0,-0.0,23.039173126220703,8.183349609375,0.999999827090945,True
113,23.070459365844727,0.003222426865249872,0.029727881774306297,0.6117398142814636,-0.0,-0.0,23.046079635620117,28.322771072387695,0.9999999230039661,True
114,22.987199783325195,0.003917430993169546,0.02918935753405094,0.6015323996543884,-0.0,-0.0,22.91610050201416,8.571409225463867,0.9999998901373541,True
115,22.939373016357422,0.003356490284204483,0.030705733224749565,0.5939821600914001,-0.0,-0.0,22.913277626037598,14.28514289855957,0.9999999303215621,True
116,22.90283203125,0.0031621784437447786,0.02940347231924534,0.6067750453948975,-0.0,-0.0,22.90495014190674,10.805923461914062,0.9999999460716807,True
117,22.91599464416504,0.0032234182581305504,0.031932659447193146,0.592685341835022,-0.0,-0.0,22.890599250793457,10.408390045166016,0.9999999031098763,True
118,22.825912475585938,0.0038189736660569906,0.029345987364649773,0.5953267812728882,-0.0,-0.0,22.860689163208008,9.804986953735352,0.9999998803986543,True
119,22.95854949951172,0.0032958947122097015,0.029123157262802124,0.5982950329780579,-0.0,-0.0,22.907708168029785,8.492778778076172,0.9999998477401162,True
120,22.866289138793945,0.003505032043904066,0.030213654041290283,0.5979719161987305,-0.0,-0.0,22.863831520080566,12.10966968536377,0.99999991136735,True
121,22.82096290588379,0.003780979895964265,0.02827787958085537,0.5919828414916992,-0.0,-0.0,22.791150093078613,9.336503982543945,0.9999999150834888,True
122,22.8636474609375,0.0034946210216730833,0.029128938913345337,0.5897445678710938,-0.0,-0.0,22.830845832824707,7.69113302230835,0.999999923582888,True
123,22.841060638427734,0.0038000575732439756,0.029934270307421684,0.5999543070793152,-0.0,-0.0,22.818300247192383,15.388413429260254,1.0000000320731028,True
124,22.689008712768555,0.0030551499221473932,0.030040333047509193,0.5881986021995544,-0.0,-0.0,22.73812961578369,12.911859512329102,0.9999999981561132,True
125,22.747352600097656,0.003314674599096179,0.029069319367408752,0.5932067036628723,-0.0,-0.0,22.718045234680176,8.264586448669434,0.9999999230619748,True
126,22.68832778930664,0.003490274306386709,0.029598211869597435,0.5864803791046143,-0.0,-0.0,22.688977241516113,11.428104400634766,0.9999999280735185,True
127,22.625286102294922,0.003507543122395873,0.02941356599330902,0.5858356356620789,-0.0,-0.0,22.637001037597656,8.798673629760742,0.9999999130960722,True
128,22.64626693725586,0.003231264650821686,0.028578748926520348,0.5930639505386353,-0.0,-0.0,22.635661125183105,7.987320899963379,0.999999960228478,True
