relation_id,relation_source,t0_owner_entity_id,t1_owner_entity_id,prediction_present,accepted,confidence,inference_state,rejection_reasons,gt_same_identity,gt_large_motion,pair_id,config_id,variant_id
geometry-g1:cdd46a4a2b6f:11:44,geometry-g1,11,1000044,True,False,0.36623005455082874,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:12:71,geometry-g1,12,1000071,True,False,0.3446682608837067,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:13:8,geometry-g1,13,1000008,True,False,0.3801750862494492,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:14:38,geometry-g1,14,1000038,True,False,0.7710721815058572,unresolved,"ambiguous_assignment,assigned_null",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:15:44,geometry-g1,15,1000044,True,False,0.5661249328955068,unresolved,"ambiguous_assignment,assigned_null",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:16:66,geometry-g1,16,1000066,True,True,0.8891163176394771,static,,,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:17:71,geometry-g1,17,1000071,True,False,0.2655369676395667,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:18:79,geometry-g1,18,1000079,True,True,0.5903462488960791,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:20:30,geometry-g1,20,1000030,True,False,0.26855536077974795,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:21:71,geometry-g1,21,1000071,True,True,0.8352813131088883,static,,,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:22:38,geometry-g1,22,1000038,True,False,0.6826155869873284,unresolved,assigned_null,,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:26:9,geometry-g1,26,1000009,True,False,0.3943269471284077,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:27:36,geometry-g1,27,1000036,True,False,0.2705138951135326,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:29:99,geometry-g1,29,1000099,True,False,0.45291245012907977,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:31:44,geometry-g1,31,1000044,True,False,0.2824006981521272,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:33:36,geometry-g1,33,1000036,True,False,0.5332316302783683,unresolved,"ambiguous_assignment,assigned_null,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:36:70,geometry-g1,36,1000070,True,True,0.7295067522183225,static,,,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:37:61,geometry-g1,37,1000061,True,False,0.39412237209600376,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:39:63,geometry-g1,39,1000063,True,True,0.7306319263040523,moved,,,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:40:97,geometry-g1,40,1000097,True,False,0.4178790085811057,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:41:35,geometry-g1,41,1000035,True,False,0.3213192648480565,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:44:12,geometry-g1,44,1000012,True,True,0.8926490956237396,static,,,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:46:11,geometry-g1,46,1000011,True,False,0.40942686144295254,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:56:102,geometry-g1,56,1000102,True,False,0.382588927618527,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:57:102,geometry-g1,57,1000102,True,False,0.21019559453013476,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:61:71,geometry-g1,61,1000071,True,False,0.242271202318594,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:62:70,geometry-g1,62,1000070,True,False,0.21728787284324494,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:63:70,geometry-g1,63,1000070,True,False,0.038065199167892916,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:64:53,geometry-g1,64,1000053,True,False,0.35680018694841587,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:65:44,geometry-g1,65,1000044,True,False,0.32367372101220726,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:66:66,geometry-g1,66,1000066,True,False,0.335790821715938,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:70:52,geometry-g1,70,1000052,True,False,0.24028645274225544,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score,insufficient_spatial_support",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:73:21,geometry-g1,73,1000021,True,False,0.3380431126893194,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:82:118,geometry-g1,82,1000118,True,False,0.33699369191863016,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:83:134,geometry-g1,83,1000134,True,False,0.3305399769106214,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:85:118,geometry-g1,85,1000118,True,False,0.3410434558882775,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:91:3,geometry-g1,91,1000003,True,False,0.3630729226547837,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:95:133,geometry-g1,95,1000133,True,False,0.6538894529169655,unresolved,"ambiguous_assignment,assigned_null",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:98:30,geometry-g1,98,1000030,True,False,0.3156981758068979,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:99:3,geometry-g1,99,1000003,True,True,0.6437757325991557,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:104:6,geometry-g1,104,1000006,True,False,0.25442549373482476,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:105:129,geometry-g1,105,1000129,True,True,0.6490468169050341,moved,,,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:108:32,geometry-g1,108,1000032,True,False,0.3600545635402455,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:115:118,geometry-g1,115,1000118,True,False,0.3643814862971757,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:124:4,geometry-g1,124,1000004,True,False,0.5038022723283342,unresolved,"ambiguous_assignment,assigned_null,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:125:92,geometry-g1,125,1000092,True,False,0.4176047592975944,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:131:15,geometry-g1,131,1000015,True,False,0.16950429385401622,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:156:85,geometry-g1,156,1000085,True,False,0.5342088816364834,unresolved,"ambiguous_assignment,assigned_null,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:159:4,geometry-g1,159,1000004,True,False,0.24441407103207763,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:166:133,geometry-g1,166,1000133,True,False,0.2740125968228948,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:194:134,geometry-g1,194,1000134,True,False,5.522854834356421e-07,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score,insufficient_spatial_support",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:198:63,geometry-g1,198,1000063,True,False,0.33621944836995865,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:204:16,geometry-g1,204,1000016,True,False,0.717649123295278,unresolved,"ambiguous_assignment,assigned_null",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:209:92,geometry-g1,209,1000092,True,False,0.4458761367051377,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:213:92,geometry-g1,213,1000092,True,False,0.22169257969555997,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:215:11,geometry-g1,215,1000011,True,False,0.5029350906384448,unresolved,"ambiguous_assignment,assigned_null,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:217:79,geometry-g1,217,1000079,True,False,0.3227965999695548,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:224:92,geometry-g1,224,1000092,True,False,0.3916934578702151,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:225:10,geometry-g1,225,1000010,True,False,0.4331814014533626,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:232:116,geometry-g1,232,1000116,True,False,0.4202409635006039,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:238:16,geometry-g1,238,1000016,True,False,0.7040584188830369,unresolved,assigned_null,,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:239:52,geometry-g1,239,1000052,True,False,0.16743633701901456,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:241:67,geometry-g1,241,1000067,True,False,0.39932983711142445,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:242:4,geometry-g1,242,1000004,True,False,0.4852422914192548,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:244:4,geometry-g1,244,1000004,True,False,1.2166397383737907e-05,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score,insufficient_spatial_support",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:245:129,geometry-g1,245,1000129,True,False,0.47193616115859954,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:250:15,geometry-g1,250,1000015,True,False,0.34052568963931157,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:261:16,geometry-g1,261,1000016,True,True,0.7168251426904072,moved,,,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:271:16,geometry-g1,271,1000016,True,False,0.7008683549878433,unresolved,"ambiguous_assignment,assigned_null",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:275:58,geometry-g1,275,1000058,True,False,0.5173607891604866,unresolved,"ambiguous_assignment,assigned_null,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:279:38,geometry-g1,279,1000038,True,True,0.7996930495956505,static,,,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:280:38,geometry-g1,280,1000038,True,False,0.40962240873746814,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:287:87,geometry-g1,287,1000087,True,False,0.5266529911465209,unresolved,"ambiguous_assignment,assigned_null,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:296:132,geometry-g1,296,1000132,True,True,0.90892380392558,static,,,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:300:121,geometry-g1,300,1000121,True,False,0.2766022614801912,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:306:4,geometry-g1,306,1000004,True,False,0.572904376979697,unresolved,"ambiguous_assignment,assigned_null",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:307:84,geometry-g1,307,1000084,True,False,0.530819904691052,unresolved,"ambiguous_assignment,assigned_null,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
geometry-g1:cdd46a4a2b6f:308:134,geometry-g1,308,1000134,True,False,0.24020411660843352,unresolved,"ambiguous_assignment,assigned_null,below_null_score,below_relation_score",,,apartment-t0-000766-001021-t1-001217-001472,H3_GEOM,D3_GEOM
frozen-rescene:b75b7a6cb030:query_0008:2:41,frozen-rescene,2,1000041,True,False,0.011498332023620605,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0027:2:41,frozen-rescene,2,1000041,True,False,0.0011502852430567145,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0056:3:11,frozen-rescene,3,1000011,True,False,0.00023782624339219183,unresolved,"ambiguous_query_competition,insufficient_t0_coverage,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0005:4:9,frozen-rescene,4,1000009,True,False,0.0006118163000792265,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0060:4:9,frozen-rescene,4,1000009,True,False,0.0022846036590635777,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0055:14:25,frozen-rescene,14,1000025,True,False,0.004527443088591099,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0075:14:25,frozen-rescene,14,1000025,True,False,0.9257820844650269,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0033:16:66,frozen-rescene,16,1000066,True,True,0.012384521774947643,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0082:16:66,frozen-rescene,16,1000066,True,False,0.002035003388300538,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0012:17:25,frozen-rescene,17,1000025,True,False,0.0001257937983609736,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0078:17:66,frozen-rescene,17,1000066,True,False,0.00023427749692928046,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0040:18:9,frozen-rescene,18,1000009,True,False,0.00081611581845209,unresolved,"ambiguous_query_competition,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0085:18:38,frozen-rescene,18,1000038,True,False,0.0016755991382524371,unresolved,insufficient_t1_coverage,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0028:26:9,frozen-rescene,26,1000009,True,False,0.000470791885163635,unresolved,"ambiguous_query_competition,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0047:26:40,frozen-rescene,26,1000040,True,False,0.009081886149942875,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0063:26:40,frozen-rescene,26,1000040,True,True,0.0008567908662371337,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0041:26:61,frozen-rescene,26,1000061,True,False,0.0018677553161978722,unresolved,"ambiguous_query_competition,insufficient_t0_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0051:26:61,frozen-rescene,26,1000061,True,False,0.000517046544700861,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0019:27:36,frozen-rescene,27,1000036,True,False,0.0015753940679132938,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0023:31:71,frozen-rescene,31,1000071,True,False,0.9595257639884949,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0076:33:36,frozen-rescene,33,1000036,True,False,0.048234108835458755,unresolved,insufficient_t0_coverage,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0002:36:14,frozen-rescene,36,1000014,True,False,0.0006842315779067576,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0029:36:70,frozen-rescene,36,1000070,True,False,0.003047169419005513,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0031:36:70,frozen-rescene,36,1000070,True,False,0.0026153945364058018,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0057:36:70,frozen-rescene,36,1000070,True,True,0.9818330631830656,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0059:37:61,frozen-rescene,37,1000061,True,False,0.0007042992510832846,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0086:37:61,frozen-rescene,37,1000061,True,False,0.0006715911440551281,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
