relation_id,relation_source,t0_owner_entity_id,t1_owner_entity_id,prediction_present,accepted,confidence,inference_state,rejection_reasons,gt_same_identity,gt_large_motion,pair_id,config_id,variant_id
frozen-rescene:b75b7a6cb030:query_0001:44:12,frozen-rescene,44,1000012,True,False,0.020914481952786446,unresolved,insufficient_t1_coverage,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0006:44:12,frozen-rescene,44,1000012,True,False,0.0008355292375199497,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0011:44:12,frozen-rescene,44,1000012,True,False,0.0013051631394773722,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0026:44:12,frozen-rescene,44,1000012,True,True,0.9490285515785217,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0036:44:12,frozen-rescene,44,1000012,True,False,0.0014054697239771485,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0043:44:12,frozen-rescene,44,1000012,True,False,0.001768211368471384,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0048:44:12,frozen-rescene,44,1000012,True,False,0.00045221284381113946,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0053:44:12,frozen-rescene,44,1000012,True,False,0.0030609089881181717,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0058:44:12,frozen-rescene,44,1000012,True,False,0.002716631395742297,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0064:44:12,frozen-rescene,44,1000012,True,False,0.001511877286247909,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0081:44:12,frozen-rescene,44,1000012,True,False,0.0022025390062481165,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0090:46:11,frozen-rescene,46,1000011,True,False,0.0067860339768230915,unresolved,insufficient_t1_coverage,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0021:46:36,frozen-rescene,46,1000036,True,True,0.31786680221557617,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0010:46:98,frozen-rescene,46,1000098,True,False,0.016055181622505188,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0014:57:40,frozen-rescene,57,1000040,True,False,0.001324080629274249,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0072:65:66,frozen-rescene,65,1000066,True,False,0.00021469184139277786,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0080:70:21,frozen-rescene,70,1000021,True,False,0.0014857524074614048,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0030:70:36,frozen-rescene,70,1000036,True,False,0.8413345920357215,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0094:70:36,frozen-rescene,70,1000036,True,False,0.005048879887908697,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0087:70:41,frozen-rescene,70,1000041,True,False,0.005825086496770382,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0099:70:66,frozen-rescene,70,1000066,True,False,0.004425778519362211,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0035:83:11,frozen-rescene,83,1000011,True,False,0.0285622498626697,unresolved,"ambiguous_query_competition,insufficient_t0_coverage,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0098:83:11,frozen-rescene,83,1000011,True,False,0.015296225436031818,unresolved,"insufficient_t0_coverage,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0069:83:102,frozen-rescene,83,1000102,True,False,0.0032851115129596143,unresolved,"ambiguous_query_competition,insufficient_t0_coverage,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0079:95:10,frozen-rescene,95,1000010,True,False,0.19630415737628937,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0022:95:14,frozen-rescene,95,1000014,True,False,0.7539322847240736,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0007:105:54,frozen-rescene,105,1000054,True,False,0.00040373613592237234,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0024:105:54,frozen-rescene,105,1000054,True,False,0.0005046536098234355,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0045:105:54,frozen-rescene,105,1000054,True,False,0.0002923593274317682,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0089:105:54,frozen-rescene,105,1000054,True,False,0.9655819535255432,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0044:115:8,frozen-rescene,115,1000008,True,False,0.0009713313775137067,unresolved,"ambiguous_query_competition,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0065:125:41,frozen-rescene,125,1000041,True,False,0.001909645739942789,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0088:125:41,frozen-rescene,125,1000041,True,True,0.003053161082789302,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0009:125:134,frozen-rescene,125,1000134,True,False,0.0016374554252251983,unresolved,"ambiguous_query_competition,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0074:125:134,frozen-rescene,125,1000134,True,False,0.016717442259887395,unresolved,"ambiguous_query_competition,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0003:159:2,frozen-rescene,159,1000002,True,False,0.002465913537889719,unresolved,"ambiguous_query_competition,insufficient_t0_coverage,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0004:159:4,frozen-rescene,159,1000004,True,False,0.02816818654537201,unresolved,"ambiguous_query_competition,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0015:159:4,frozen-rescene,159,1000004,True,False,0.0011525992304086685,unresolved,"ambiguous_query_competition,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0067:159:4,frozen-rescene,159,1000004,True,False,0.05415141811527905,unresolved,"ambiguous_query_competition,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0091:159:134,frozen-rescene,159,1000134,True,False,0.0044387184303722555,unresolved,"ambiguous_query_competition,insufficient_t0_coverage,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0092:204:16,frozen-rescene,204,1000016,True,False,0.027777777777777776,unresolved,"ambiguous_query_competition,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0049:204:44,frozen-rescene,204,1000044,True,True,0.021820705384016037,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0083:225:10,frozen-rescene,225,1000010,True,False,0.952031672000885,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0095:225:129,frozen-rescene,225,1000129,True,False,0.0026555696967989206,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0054:232:116,frozen-rescene,232,1000116,True,False,0.9297943711280823,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0096:232:116,frozen-rescene,232,1000116,True,False,0.01120089553296566,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0077:245:2,frozen-rescene,245,1000002,True,False,0.001496367622166872,unresolved,"ambiguous_query_competition,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0016:271:15,frozen-rescene,271,1000015,True,False,0.00019082978542428464,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0025:271:16,frozen-rescene,271,1000016,True,True,0.10360288619995117,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0037:271:16,frozen-rescene,271,1000016,True,False,0.0020641919691115618,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0039:271:16,frozen-rescene,271,1000016,True,False,0.0021666025277227163,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0062:271:16,frozen-rescene,271,1000016,True,False,0.015469329431653023,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0068:271:16,frozen-rescene,271,1000016,True,False,0.002229916164651513,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0071:271:16,frozen-rescene,271,1000016,True,False,0.005571476183831692,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0097:271:16,frozen-rescene,271,1000016,True,False,0.007061063777655363,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0034:271:20,frozen-rescene,271,1000020,True,False,0.024995888834073342,unresolved,"ambiguous_query_competition,insufficient_t0_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0070:271:129,frozen-rescene,271,1000129,True,False,0.0016371358651667833,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0018:279:21,frozen-rescene,279,1000021,True,False,0.003172044875100255,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0066:279:38,frozen-rescene,279,1000038,True,False,0.007170748896896839,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0093:279:41,frozen-rescene,279,1000041,True,False,0.006671507842838764,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0013:279:132,frozen-rescene,279,1000132,True,True,0.002465680940076709,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0052:280:39,frozen-rescene,280,1000039,True,True,0.000741496158298105,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0017:306:2,frozen-rescene,306,1000002,True,False,0.027636331212857874,unresolved,"ambiguous_query_competition,insufficient_t0_coverage,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0020:306:2,frozen-rescene,306,1000002,True,False,0.0046698166988790035,unresolved,"ambiguous_query_competition,insufficient_t0_coverage,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0046:306:2,frozen-rescene,306,1000002,True,False,0.0034269446041435003,unresolved,"ambiguous_query_competition,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0084:306:2,frozen-rescene,306,1000002,True,False,0.002779193688184023,unresolved,"ambiguous_query_competition,insufficient_t0_coverage,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0073:306:4,frozen-rescene,306,1000004,True,False,0.0004982166574336588,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H4_RESCENE_ID,D4_RESCENE_ID_ONLY
frozen-rescene:b75b7a6cb030:query_0008:2:41,frozen-rescene,2,1000041,True,False,0.011498332023620605,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0027:2:41,frozen-rescene,2,1000041,True,False,0.0011502852430567145,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0056:3:11,frozen-rescene,3,1000011,True,False,0.00023782624339219183,unresolved,"ambiguous_query_competition,insufficient_t0_coverage,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0005:4:9,frozen-rescene,4,1000009,True,False,0.0006118163000792265,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0060:4:9,frozen-rescene,4,1000009,True,False,0.0022846036590635777,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0055:14:25,frozen-rescene,14,1000025,True,False,0.004527443088591099,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0075:14:25,frozen-rescene,14,1000025,True,False,0.9257820844650269,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0033:16:66,frozen-rescene,16,1000066,True,True,0.012384521774947643,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0082:16:66,frozen-rescene,16,1000066,True,False,0.002035003388300538,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0012:17:25,frozen-rescene,17,1000025,True,False,0.0001257937983609736,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0078:17:66,frozen-rescene,17,1000066,True,False,0.00023427749692928046,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0040:18:9,frozen-rescene,18,1000009,True,False,0.00081611581845209,unresolved,"ambiguous_query_competition,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0085:18:38,frozen-rescene,18,1000038,True,False,0.0016755991382524371,unresolved,insufficient_t1_coverage,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0028:26:9,frozen-rescene,26,1000009,True,False,0.000470791885163635,unresolved,"ambiguous_query_competition,insufficient_t1_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0047:26:40,frozen-rescene,26,1000040,True,False,0.009081886149942875,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0063:26:40,frozen-rescene,26,1000040,True,True,0.0008567908662371337,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0041:26:61,frozen-rescene,26,1000061,True,False,0.0018677553161978722,unresolved,"ambiguous_query_competition,insufficient_t0_coverage",,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0051:26:61,frozen-rescene,26,1000061,True,False,0.000517046544700861,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0019:27:36,frozen-rescene,27,1000036,True,False,0.0015753940679132938,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0023:31:71,frozen-rescene,31,1000071,True,False,0.9595257639884949,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0076:33:36,frozen-rescene,33,1000036,True,False,0.048234108835458755,unresolved,insufficient_t0_coverage,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0002:36:14,frozen-rescene,36,1000014,True,False,0.0006842315779067576,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0029:36:70,frozen-rescene,36,1000070,True,False,0.003047169419005513,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0031:36:70,frozen-rescene,36,1000070,True,False,0.0026153945364058018,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0057:36:70,frozen-rescene,36,1000070,True,True,0.9818330631830656,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0059:37:61,frozen-rescene,37,1000061,True,False,0.0007042992510832846,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0086:37:61,frozen-rescene,37,1000061,True,False,0.0006715911440551281,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0001:44:12,frozen-rescene,44,1000012,True,False,0.020914481952786446,unresolved,insufficient_t1_coverage,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0006:44:12,frozen-rescene,44,1000012,True,False,0.0008355292375199497,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0011:44:12,frozen-rescene,44,1000012,True,False,0.0013051631394773722,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0026:44:12,frozen-rescene,44,1000012,True,True,0.9490285515785217,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0036:44:12,frozen-rescene,44,1000012,True,False,0.0014054697239771485,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0043:44:12,frozen-rescene,44,1000012,True,False,0.001768211368471384,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0048:44:12,frozen-rescene,44,1000012,True,False,0.00045221284381113946,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0053:44:12,frozen-rescene,44,1000012,True,False,0.0030609089881181717,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0058:44:12,frozen-rescene,44,1000012,True,False,0.002716631395742297,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0064:44:12,frozen-rescene,44,1000012,True,False,0.001511877286247909,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0081:44:12,frozen-rescene,44,1000012,True,False,0.0022025390062481165,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0090:46:11,frozen-rescene,46,1000011,True,False,0.0067860339768230915,unresolved,insufficient_t1_coverage,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0021:46:36,frozen-rescene,46,1000036,True,True,0.31786680221557617,unresolved,,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0010:46:98,frozen-rescene,46,1000098,True,False,0.016055181622505188,unresolved,one_to_one_conflict,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0014:57:40,frozen-rescene,57,1000040,True,False,0.001324080629274249,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
frozen-rescene:b75b7a6cb030:query_0072:65:66,frozen-rescene,65,1000066,True,False,0.00021469184139277786,unresolved,ambiguous_query_competition,,,apartment-t0-000766-001021-t1-001217-001472,H5_RESCENE_EPOCH,D5_RESCENE_EPOCH
