family,exact_implementation,case,state_variant,split,actual_status,result_file,result_sha256,prediction,source_rows,geometry_fixed,owner_changed,changed_owner_rows,unknown_rows,unknown_rate,static_miou,f_miou,CA_AP25,CA_AP50,CA_AR50,predicted_instance_count,dynamic_current_miou,Ghost,Ghost_numerator,Ghost_denominator,BG_F5,Surface_F5,Surface_precision,all_current_free_conflict_count,all_current_free_conflict_denominator,all_current_conflicting_5cm_voxels,delta_vs_native_OVI,S2_reference,delta_vs_S2,direct_control,delta_vs_direct_control,feature_coverage,peak_memory_bytes,new_encoder_forwards,training_updates,passes_original_per_case_gates,selection_policy_id,selection_status
BASELINE,B_SEM_CROVE_S2_DENSE_REPLAY,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_B_SEM_CROVE_S2_DENSE_REPLAY.json,28e0b5914cf331458866ada4eb971a2ff2d76dc29167d7cecaaaf07eef2584c7,dev/apartment/local_semantic_controls/B3_B_SEM_CROVE_S2_DENSE_REPLAY.npz,15622601,True,False,0,20987,0.0013433742563098167,,,,,,,0.17414348561150497,0.9598274467511458,3560,3709,0.5248425472358292,0.1665404388505693,0.11243894015477747,8705,15622601,90,0.038257326349438264,B_SEM_CROVE_S2_DENSE_REPLAY,0.0,B_SEM_CROVE_S0_DENSE_REPLAY,0.0015023059725995103,,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
BASELINE,B_SEM_OVI_REENCODE,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_B_SEM_OVI_REENCODE.json,9d058d55ad0e486254b1421c99093ac76823d75a92fa1e5ef3e5ee8c9bcd14da,dev/apartment/reencoded_regions/B3_B_SEM_OVI_REENCODE.npz,15622601,True,False,0,25606,0.0016390356509777084,,,,,,,0.12603774018600866,0.5025906735751295,582,1158,0.4044943820224719,0.19962841190167066,0.44828901112735936,8705,15622601,90,-0.009848419076058046,B_SEM_CROVE_S2_DENSE_REPLAY,-0.04810574542549631,,,0.9983286393859767,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M3,INST_CONSENSUS_OWNER,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_INST_CONSENSUS_OWNER.json,8ac058fa3d9103e7acf06244c60d3bdbaf2208fcfeedd7d5eeed0116b919f009,dev/apartment/consensus/B3_INST_CONSENSUS_OWNER.npz,15622601,True,True,13786297,84626,0.005416895688496429,,,,,,,0.1358861592620667,0.0,0,0,0.36636000976960026,0.4313354117431786,0.7344127781521915,8705,15622601,90,0.0,B_SEM_CROVE_S2_DENSE_REPLAY,-0.038257326349438264,INST_PAIRWISE,0.0,,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M3+M1,INST_CONSENSUS_RESEM,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_INST_CONSENSUS_RESEM.json,f02a6000a0202ddc5f01c3b78e10f5c65d09ac8c02a262cc7fda5caef9f249a8,dev/apartment/reencoded_regions/B3_INST_CONSENSUS_RESEM.npz,15622601,True,True,13786297,26497,0.001696068407559023,,,,,,,0.12588813145934152,0.0,0,0,0.36636000976960026,0.24690514087376883,0.8694025175418305,8705,15622601,90,-0.009998027802725185,B_SEM_CROVE_S2_DENSE_REPLAY,-0.04825535415216345,INST_CONSENSUS_OWNER,-0.009998027802725185,0.9966782099856484,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M3,INST_PAIRWISE,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_INST_PAIRWISE.json,fa5c8894dbfac5f1c83625330bf507585bb7fedc11c1b2d82735526a90b5cc08,dev/apartment/consensus/B3_INST_PAIRWISE.npz,15622601,True,True,13693405,84626,0.005416895688496429,,,,,,,0.1358861592620667,0.0,0,0,0.36636000976960026,0.4313354117431786,0.7344127781521915,8705,15622601,90,0.0,B_SEM_CROVE_S2_DENSE_REPLAY,-0.038257326349438264,,,,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1,MV_CURRENT_AWARE,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_MV_CURRENT_AWARE.json,8fd276b54bd1f03ef783cee51d0a1c59c80213398a6b877bb26e4a8b9dae1c35,dev/apartment/current_aware/B3_MV_CURRENT_AWARE.npz,15622601,True,False,0,25606,0.0016390356509777084,,,,,,,0.10512177404627392,0.5025906735751295,582,1158,0.4044943820224719,0.19707914790762113,0.5192804399565453,8705,15622601,90,-0.03076438521579279,B_SEM_CROVE_S2_DENSE_REPLAY,-0.06902171156523106,MV_REENCODE_QUALITY,0.0,,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1,MV_DIVERSE_MEAN,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_MV_DIVERSE_MEAN.json,d16ef0ddff8f1bd5abc20be1673fb4e7600d8048e1898a1faa1d0a2d06e34153,dev/apartment/native_diverse_quality/B3_MV_DIVERSE_MEAN.npz,15622601,True,False,0,84626,0.005416895688496429,,,,,,,0.1358861592620667,0.0,0,0,0.36636000976960026,0.4313354117431786,0.7344127781521915,8705,15622601,90,0.0,B_SEM_CROVE_S2_DENSE_REPLAY,-0.038257326349438264,MV_TOPK_MEAN,-0.0036596240794888324,0.9945831043115035,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
BASELINE,MV_NATIVE_CACHED,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_MV_NATIVE_CACHED.json,d1eb4916d14332c905d96b8ed7f5b9830c8be676e86e53c30a7418bf3d203d59,dev/apartment/native_cached_batch/B3_MV_NATIVE_CACHED.npz,15622601,True,False,0,84626,0.005416895688496429,,,,,,,0.1358861592620667,0.0,0,0,0.36636000976960026,0.4313354117431786,0.7344127781521915,8705,15622601,90,0.0,B_SEM_CROVE_S2_DENSE_REPLAY,-0.038257326349438264,,,0.9945831043115035,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1,MV_QUALITY,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_MV_QUALITY.json,632d6bcd81f3542fcb5f5184732270d2aa161336c48905a0c639c5078316b336,dev/apartment/native_diverse_quality/B3_MV_QUALITY.npz,15622601,True,False,0,84626,0.005416895688496429,,,,,,,0.13707740899132811,0.0,0,0,0.36636000976960026,0.43484766804163166,0.7365857673861387,8705,15622601,90,0.0011912497292614066,B_SEM_CROVE_S2_DENSE_REPLAY,-0.03706607662017686,MV_DIVERSE_MEAN,0.0011912497292614066,0.9942439802437507,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1+M2,MV_QUALITY_GRAPH_BOUNDARY,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_MV_QUALITY_GRAPH_BOUNDARY.json,b0c53a91fdff5fd5b4514539570db58857f0588848d6b4104136e8eb69216159,dev/apartment/graph_mv_quality_boundary/B3_MV_QUALITY_GRAPH_BOUNDARY.npz,15622601,True,False,0,84626,0.005416895688496429,,,,,,,0.13709259417290712,0.0,0,0,0.36636000976960026,0.43486792340918395,0.7367020168037204,8705,15622601,90,0.0012064349108404093,B_SEM_CROVE_S2_DENSE_REPLAY,-0.037050891438597855,MV_QUALITY_GRAPH_GEOM,0.0,0.9942439802437507,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1+M2,MV_QUALITY_GRAPH_GEOM,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_MV_QUALITY_GRAPH_GEOM.json,0b7b16a6c31b86513b0d635c83223268d62ce941f31422784a89e1dac6a820e5,dev/apartment/graph_mv_quality/B3_MV_QUALITY_GRAPH_GEOM.npz,15622601,True,False,0,84626,0.005416895688496429,,,,,,,0.13709259417290712,0.0,0,0,0.36636000976960026,0.43486792340918395,0.7367020168037204,8705,15622601,90,0.0012064349108404093,B_SEM_CROVE_S2_DENSE_REPLAY,-0.037050891438597855,MV_QUALITY_PATCH_ONLY,1.5185181579002727e-05,0.9942439802437507,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1+M2,MV_QUALITY_PATCH_ONLY,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_MV_QUALITY_PATCH_ONLY.json,aef2f58bf78acb41c2580f50832dcecbdc4f72bcab52e530956a204aa5777e5b,dev/apartment/graph_mv_quality/B3_MV_QUALITY_PATCH_ONLY.npz,15622601,True,False,0,84626,0.005416895688496429,,,,,,,0.13707740899132811,0.0,0,0,0.36636000976960026,0.43486652226971395,0.7366939745644547,8705,15622601,90,0.0011912497292614066,B_SEM_CROVE_S2_DENSE_REPLAY,-0.03706607662017686,MV_QUALITY,0.0,0.9942439802437507,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1,MV_REENCODE_DIVERSE,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_MV_REENCODE_DIVERSE.json,bb4a6dd16ddebd9ed6e7e78168e9bf36e938157b5d36d25c2a0ee90b2996cf18,dev/apartment/reencoded_regions/B3_MV_REENCODE_DIVERSE.npz,15622601,True,False,0,25606,0.0016390356509777084,,,,,,,0.09853136010291878,0.5025906735751295,582,1158,0.4044943820224719,0.17421081571537705,0.4671460183716024,8705,15622601,90,-0.037354799159147925,B_SEM_CROVE_S2_DENSE_REPLAY,-0.07561212550858619,B_SEM_OVI_REENCODE,-0.02750638008308988,0.9983286393859767,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1,MV_REENCODE_QUALITY,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_MV_REENCODE_QUALITY.json,fbf7c1fdad5a7c64c95503bbe33b799908e608a4b96cc5a5f9265950982e2e93,dev/apartment/reencoded_regions/B3_MV_REENCODE_QUALITY.npz,15622601,True,False,0,25606,0.0016390356509777084,,,,,,,0.10512177404627392,0.5025906735751295,582,1158,0.4044943820224719,0.19707914790762113,0.5192804399565453,8705,15622601,90,-0.03076438521579279,B_SEM_CROVE_S2_DENSE_REPLAY,-0.06902171156523106,MV_REENCODE_DIVERSE,0.006590413943355133,0.9983286393859767,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1,MV_SINGLE,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_MV_SINGLE.json,d0f2a10dc45b4e43e65638289cf88a3e827bbd938f06a57ec8db1b6bdde4d8cf,dev/apartment/native_cached_batch/B3_MV_SINGLE.npz,15622601,True,False,0,84626,0.005416895688496429,,,,,,,0.1324027035464278,0.0,0,0,0.36636000976960026,0.42346683639831245,0.6698668162918121,8705,15622601,90,-0.0034834557156389057,B_SEM_CROVE_S2_DENSE_REPLAY,-0.04174078206507717,MV_NATIVE_CACHED,-0.0034834557156389057,0.9945831043115035,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1,MV_TOPK_MEAN,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_MV_TOPK_MEAN.json,935925d6fe691340788c204093138ff8319b657450ddffd636b01236d92cd184,dev/apartment/native_cached_batch/B3_MV_TOPK_MEAN.npz,15622601,True,False,0,84626,0.005416895688496429,,,,,,,0.13954578334155554,0.0,0,0,0.36636000976960026,0.3246090516532267,0.3431758214289021,8705,15622601,90,0.0036596240794888324,B_SEM_CROVE_S2_DENSE_REPLAY,-0.03459770226994943,MV_NATIVE_CACHED,0.0036596240794888324,0.9945831043115035,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M2,S2_DENSE_REPLAY_GRAPH_BOUNDARY,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_S2_DENSE_REPLAY_GRAPH_BOUNDARY.json,1c6fe4bdabdae82fcd1ab842607314438c5c5777888c2b9342c097492f28ecbd,dev/apartment/graph_s2_dense_replay_boundary/B3_S2_DENSE_REPLAY_GRAPH_BOUNDARY.npz,15622601,True,False,0,20987,0.0013433742563098167,,,,,,,0.17476812271597472,0.941812136325852,3399,3609,0.5187917915609869,0.17126025219553256,0.11680836359615873,8705,15622601,90,0.038881963453908014,B_SEM_CROVE_S2_DENSE_REPLAY,0.0006246371044697496,S2_DENSE_REPLAY_GRAPH_GEOM,8.014432514147352e-05,0.9986566257436902,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M2,S2_DENSE_REPLAY_GRAPH_GEOM,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_S2_DENSE_REPLAY_GRAPH_GEOM.json,42e92511b4dd7fc5c98a81508fc6e2f3f35b476b32750f9b2e3fb4a40c2b4934,dev/apartment/graph_s2_dense_replay/B3_S2_DENSE_REPLAY_GRAPH_GEOM.npz,15622601,True,False,0,20987,0.0013433742563098167,,,,,,,0.17468797839083325,0.941812136325852,3399,3609,0.5187917915609869,0.17126017571618066,0.11680829244059804,8705,15622601,90,0.03880181912876654,B_SEM_CROVE_S2_DENSE_REPLAY,0.0005444927793282761,S2_DENSE_REPLAY_PATCH_ONLY,7.79062325819424e-05,0.9986566257436902,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M2,S2_DENSE_REPLAY_PATCH_ONLY,apartment,B3,dev,FULL_MAP_EVALUATED,apartment_B3_S2_DENSE_REPLAY_PATCH_ONLY.json,07d38224ca568f4405addc6f086afd80b13222a853947ac5b64312fede31613f,dev/apartment/graph_s2_dense_replay/B3_S2_DENSE_REPLAY_PATCH_ONLY.npz,15622601,True,False,0,20987,0.0013433742563098167,,,,,,,0.1746100721582513,0.9416180150125104,3387,3597,0.5180750633202854,0.17128045197908812,0.11682715806619504,8705,15622601,90,0.0387239128961846,B_SEM_CROVE_S2_DENSE_REPLAY,0.0004665865467463337,B_SEM_CROVE_S2_DENSE_REPLAY,0.0004665865467463337,0.9986566257436902,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M4,ADAPTER_CLIP_LEARNED,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_ADAPTER_CLIP_LEARNED.json,7c608029cc994a4822321c6c91d7f83e0ac1f57e881b152deab9049332ee513c,dev/apartment/adapter_projected_top4/H2_ADAPTER_CLIP_LEARNED.npz,15625540,True,False,0,84626,0.005415876827296848,,,,,,,0.1368471334620386,1.0,2177,2177,0.44528003166435776,0.24542103987346717,0.20174792176423037,8705,15625540,90,0.0011126540059076817,B_SEM_CROVE_S2_DENSE_REPLAY,-0.03826537465344926,ADAPTER_CLIP_MEAN,0.02092038364141771,0.9020308418141069,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M4,ADAPTER_CLIP_MEAN,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_ADAPTER_CLIP_MEAN.json,6889b778156fe9df4a6c9b5c4dd50062dee829b066b33da092743dd9f21ef6eb,dev/apartment/adapter_projected_top4/H2_ADAPTER_CLIP_MEAN.npz,15625540,True,False,0,84626,0.005415876827296848,,,,,,,0.1159267498206209,1.0,2177,2177,0.44528003166435776,0.24544933904068192,0.203401569411688,8705,15625540,90,-0.01980772963551003,B_SEM_CROVE_S2_DENSE_REPLAY,-0.05918575829486697,,,0.9020308418141069,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M4+M2,ADAPTER_LEARNED_GRAPH_GEOM,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_ADAPTER_LEARNED_GRAPH_GEOM.json,fed5725a4246c7cd6fda2f2ac485f5a66db95d891d65db8dd2d0fb9724f524c9,dev/apartment/graph_adapter_learned/H2_ADAPTER_LEARNED_GRAPH_GEOM.npz,15625540,True,False,0,84626,0.005415876827296848,,,,,,,0.13678594317809661,1.0,2177,2177,0.44528003166435776,0.2456821252455314,0.2020825667260414,8705,15625540,90,0.0010514637219656842,B_SEM_CROVE_S2_DENSE_REPLAY,-0.038326564937391255,ADAPTER_LEARNED_PATCH_ONLY,8.741828484259972e-06,0.9020308418141069,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M4+M2,ADAPTER_LEARNED_PATCH_ONLY,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_ADAPTER_LEARNED_PATCH_ONLY.json,5803aa0496233543145c4397a1022fd17db146baf7bc877aeb48ef2b3daa360f,dev/apartment/graph_adapter_learned/H2_ADAPTER_LEARNED_PATCH_ONLY.npz,15625540,True,False,0,84626,0.005415876827296848,,,,,,,0.13677720134961235,1.0,2177,2177,0.44528003166435776,0.24567782947533323,0.20207675404200726,8705,15625540,90,0.0010427218934814242,B_SEM_CROVE_S2_DENSE_REPLAY,-0.038335306765875515,ADAPTER_CLIP_LEARNED,-6.993211242625752e-05,0.9020308418141069,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
BASELINE,B_SEM_CROVE_S0_DENSE_REPLAY,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_B_SEM_CROVE_S0_DENSE_REPLAY.json,59d2038bb35dd3178dbba72e92afcd186350e619b92edd35235fcb50eb6a9199,dev/apartment/local_semantic_controls/H2_B_SEM_CROVE_S0_DENSE_REPLAY.npz,15625540,True,False,0,20987,0.0013431215817181358,,,,,,,0.17368339376778066,0.8395084041207301,4645,5533,0.6666666666666666,0.12261557486853278,0.07535716625322765,8705,15625540,90,0.037948914311649734,B_SEM_CROVE_S2_DENSE_REPLAY,-0.0014291143477072055,,,,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
BASELINE,B_SEM_CROVE_S2_DENSE_REPLAY,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_B_SEM_CROVE_S2_DENSE_REPLAY.json,e016dce8137d3b211a0acb8da586ee715bb155c0b6aff40294c57fb7d8a5e48d,dev/apartment/local_semantic_controls/H2_B_SEM_CROVE_S2_DENSE_REPLAY.npz,15625540,True,False,0,20987,0.0013431215817181358,,,,,,,0.17511250811548787,0.9598274467511458,3560,3709,0.5248425472358292,0.1672912925267699,0.1125943681125063,8705,15625540,90,0.03937802865935694,B_SEM_CROVE_S2_DENSE_REPLAY,0.0,B_SEM_CROVE_S0_DENSE_REPLAY,0.0014291143477072055,,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
BASELINE,B_SEM_OVI_REENCODE,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_B_SEM_OVI_REENCODE.json,45827f0d1c5602c923f62e0744839026ce064756d1ade0a33843a0b5783d20c5,dev/apartment/reencoded_regions/H2_B_SEM_OVI_REENCODE.npz,15625540,True,False,0,25606,0.0016387273655822454,,,,,,,0.12697405604149367,0.5025906735751295,582,1158,0.4044943820224719,0.20385136055435163,0.4494517614059841,8705,15625540,90,-0.008760423414637258,B_SEM_CROVE_S2_DENSE_REPLAY,-0.0481384520739942,,,0.9983217859990758,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M3,INST_CONSENSUS_OWNER,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_INST_CONSENSUS_OWNER.json,5647f374bd9fbf409bec842c2ebc40590d06347cc3b6389d9804c0940b0b7f08,dev/apartment/consensus/H2_INST_CONSENSUS_OWNER.npz,15625540,True,True,13788013,84626,0.005415876827296848,,,,,,,0.13573447945613093,0.0,0,0,0.36636000976960026,0.4357097517468037,0.7347263252298517,8705,15625540,90,0.0,B_SEM_CROVE_S2_DENSE_REPLAY,-0.03937802865935694,INST_PAIRWISE,0.0,,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M3+M1,INST_CONSENSUS_RESEM,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_INST_CONSENSUS_RESEM.json,8b0e5e48daacf1aa2dac27a15802e71d2ecef2721bb82c37d5002fc05f3cd788,dev/apartment/reencoded_regions/H2_INST_CONSENSUS_RESEM.npz,15625540,True,True,13788013,26497,0.0016957493949009122,,,,,,,0.12582700060211746,0.0,0,0,0.36636000976960026,0.2491304352932532,0.8696039184741816,8705,15625540,90,-0.009907478854013468,B_SEM_CROVE_S2_DENSE_REPLAY,-0.04928550751337041,INST_CONSENSUS_OWNER,-0.009907478854013468,0.9966822266622466,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M3,INST_PAIRWISE,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_INST_PAIRWISE.json,e2673b5a03cb5d4098dead2f5e05ee349eb38a1f6e8217c804bb8053bfb59aa0,dev/apartment/consensus/H2_INST_PAIRWISE.npz,15625540,True,True,13695123,84626,0.005415876827296848,,,,,,,0.13573447945613093,0.0,0,0,0.36636000976960026,0.4357097517468037,0.7347263252298517,8705,15625540,90,0.0,B_SEM_CROVE_S2_DENSE_REPLAY,-0.03937802865935694,,,,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1,MV_CURRENT_AWARE,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_MV_CURRENT_AWARE.json,cba0d54059416e5a66ef75d83c1b1be92ac2a10c0495eb2c814f15034472b243,dev/apartment/current_aware/H2_MV_CURRENT_AWARE.npz,15625540,True,False,0,25606,0.0016387273655822454,,,,,,,0.10610216620313666,0.5025906735751295,582,1158,0.4044943820224719,0.20132628049770243,0.5202804301807188,8705,15625540,90,-0.029632313252994272,B_SEM_CROVE_S2_DENSE_REPLAY,-0.06901034191235121,MV_REENCODE_QUALITY,0.0,,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1,MV_DIVERSE_MEAN,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_MV_DIVERSE_MEAN.json,aeef08034c4535de6ee71ff2e5737edcf6499554cd1b171705bc5e4e5ec61ad1,dev/apartment/native_diverse_quality/H2_MV_DIVERSE_MEAN.npz,15625540,True,False,0,84626,0.005415876827296848,,,,,,,0.13573447945613093,0.0,0,0,0.36636000976960026,0.4357097517468037,0.7347263252298517,8705,15625540,90,0.0,B_SEM_CROVE_S2_DENSE_REPLAY,-0.03937802865935694,MV_TOPK_MEAN,-0.003659518322233074,0.9945841231727032,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
BASELINE,MV_NATIVE_CACHED,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_MV_NATIVE_CACHED.json,7d9f3104196237eaa1f9ca1adb2ffe1dc5d60958eeed2d285f6f2319bd9500f4,dev/apartment/native_cached_batch/H2_MV_NATIVE_CACHED.npz,15625540,True,False,0,84626,0.005415876827296848,,,,,,,0.13573447945613093,0.0,0,0,0.36636000976960026,0.4357097517468037,0.7347263252298517,8705,15625540,90,0.0,B_SEM_CROVE_S2_DENSE_REPLAY,-0.03937802865935694,,,0.9945841231727032,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1,MV_QUALITY,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_MV_QUALITY.json,042c4a2688ca4b1a1d5ca6b1a93c5d55e8f491fa8cdeb433e8bdde2adb0b5bdc,dev/apartment/native_diverse_quality/H2_MV_QUALITY.npz,15625540,True,False,0,84626,0.005415876827296848,,,,,,,0.13768379719492235,0.0,0,0,0.36636000976960026,0.4392031945648557,0.7368941348009208,8705,15625540,90,0.001949317738791423,B_SEM_CROVE_S2_DENSE_REPLAY,-0.03742871092056552,MV_DIVERSE_MEAN,0.001949317738791423,0.994237895138344,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1+M2,MV_QUALITY_GRAPH_BOUNDARY,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_MV_QUALITY_GRAPH_BOUNDARY.json,fafafba168a1bc93b9a74658c40795cc23ad185705c579df359fcd508cda75be,dev/apartment/graph_mv_quality_boundary/H2_MV_QUALITY_GRAPH_BOUNDARY.npz,15625540,True,False,0,84626,0.005415876827296848,,,,,,,0.13769930774573405,0.0,0,0,0.36636000976960026,0.4392238534533894,0.7370104574515538,8705,15625540,90,0.001964828289603121,B_SEM_CROVE_S2_DENSE_REPLAY,-0.03741320036975382,MV_QUALITY_GRAPH_GEOM,0.0,0.994237895138344,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1+M2,MV_QUALITY_GRAPH_GEOM,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_MV_QUALITY_GRAPH_GEOM.json,835ada3e0e43ea4ff7fbb38c99ced7b85dc7f73a26080cba28e3dc6dccb0c5dd,dev/apartment/graph_mv_quality/H2_MV_QUALITY_GRAPH_GEOM.npz,15625540,True,False,0,84626,0.005415876827296848,,,,,,,0.13769930774573405,0.0,0,0,0.36636000976960026,0.4392238534533894,0.7370104574515538,8705,15625540,90,0.001964828289603121,B_SEM_CROVE_S2_DENSE_REPLAY,-0.03741320036975382,MV_QUALITY_PATCH_ONLY,1.5510550811698165e-05,0.994237895138344,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1+M2,MV_QUALITY_PATCH_ONLY,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_MV_QUALITY_PATCH_ONLY.json,f43a8841aa8b086dfcef5456404dac91f008f69583ae6f555f661f859d8d65c9,dev/apartment/graph_mv_quality/H2_MV_QUALITY_PATCH_ONLY.npz,15625540,True,False,0,84626,0.005415876827296848,,,,,,,0.13768379719492235,0.0,0,0,0.36636000976960026,0.43922242642416987,0.73700242154271,8705,15625540,90,0.001949317738791423,B_SEM_CROVE_S2_DENSE_REPLAY,-0.03742871092056552,MV_QUALITY,0.0,0.994237895138344,,,,True,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1,MV_REENCODE_DIVERSE,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_MV_REENCODE_DIVERSE.json,c73c4d3151371a923fe81a15094aed839c98dafac4bff10ff350ad4e2b1c5fad,dev/apartment/reencoded_regions/H2_MV_REENCODE_DIVERSE.npz,15625540,True,False,0,25606,0.0016387273655822454,,,,,,,0.09956621849071835,0.5025906735751295,582,1158,0.4044943820224719,0.1785561074852979,0.46829190615568933,8705,15625540,90,-0.03616826096541258,B_SEM_CROVE_S2_DENSE_REPLAY,-0.07554628962476952,B_SEM_OVI_REENCODE,-0.02740783755077532,0.9983217859990758,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
M1,MV_REENCODE_QUALITY,apartment,H2,dev,FULL_MAP_EVALUATED,apartment_H2_MV_REENCODE_QUALITY.json,3a56981d06560be02bbb9761eab8e48351611e2c91735688a7df6a0297c472a8,dev/apartment/reencoded_regions/H2_MV_REENCODE_QUALITY.npz,15625540,True,False,0,25606,0.0016387273655822454,,,,,,,0.10610216620313666,0.5025906735751295,582,1158,0.4044943820224719,0.20132628049770243,0.5202804301807188,8705,15625540,90,-0.029632313252994272,B_SEM_CROVE_S2_DENSE_REPLAY,-0.06901034191235121,MV_REENCODE_DIVERSE,0.006535947712418305,0.9983217859990758,,,,False,CROVE_MULTIMETHOD_SELECTION_V1_REVISED_V2,NOT_FROZEN
