run_id,command,commit,source_hashes,config_hash,dataset,pair,domain,seed,device,runtime_s,peak_memory_bytes,status,artifact_root
apartment_native_b5_v3,"RESCENE_DEVICE=cuda:0 /home/ww/miniconda3/envs/persist4d/bin/python scripts/evaluation/rescene_pair_executor.py run --contract /home/ww/oviovo_baseline_runs/20260906_ovi_rescene_real_evidence/apartment/supported-input/input_contract_v3.json --output /home/ww/oviovo_baseline_runs/20260906_ovi_rescene_real_evidence/apartment/native-b5",a387f45572d514e4d090ca59dd39f30f4bfab515,"pair:b75b7a6cb03083e7ab8f3a39d075b52c1162d13d433ac86668c615c6facae4fa;prediction:eab73cfc359e09098d1aea616ed15c2537dced68d38a7a6f1e8fa4e5e5f8f9cd",ac35ff90f4e1aebad16a417fc25814393f56d1e6609221ac169681caf73b3dab,Apartment,tesse_cd_apartment_t0_t1,supported_v3,not_applicable,cuda:0,3.8139291699044406,10968595456,PASS,/home/ww/oviovo_baseline_runs/20260906_ovi_rescene_real_evidence/apartment/native-b5
3rscan_t2_dev_selection,"python scripts/evaluation/build_3rscan_t2_dev.py --metadata /home/ww/vv/dataset/3RScan/3RScan.json --validation-list /home/ww/vv/dataset/3RScan/val_scans.txt --raw-root /home/ww/vv/dataset/3RScan/scans --processed-root /home/ww/paper5 --validation-database /home/ww/paper5/data/processed/rio/validation_database.yaml --train-database /home/ww/paper5/data/processed/rio/train_database.yaml --sequence-database /home/ww/paper5/data/processed/rio/sequence_database_sliding_2.yaml --checkpoint /home/ww/paper5/checkpoints/rescene4d_concerto_t2_repro.ckpt --checkpoint-provenance /home/ww/paper5/artifacts/P2_G2_REPRODUCTION_REPORT.md --count 6 --output configs/evaluation/manifests/3rscan_t2_dev_v1.json",a966382c39b249714ff85d297984b40e0de951aa,"metadata:674a00f50f76b198b9de44efd86c390fea3da37ba8f12cf8ccd00045e265fa64;sequence:974299916db02d2ee0233564eb7b36e314dada93e997584d9dfef21ad70d0416;checkpoint:85ed1aba60320cd19798536b71b91dbc156b7ea60f838832bc0bbbdba131546e",a7d9c2fb3715f83e52755915a3cb333765bc4650d0123b3ef5cbe9bc5493cd94,3RScan,6_complete_t2_development_pairs,D0_native,not_applicable,cpu,6.90,103878656,PASS,configs/evaluation/manifests/3rscan_t2_dev_v1.json
3rscan_t2_dev_gt,"python scripts/evaluation/build_3rscan_gt_sidecars.py --selection-manifest configs/evaluation/manifests/3rscan_t2_dev_v1.json --output /home/ww/oviovo_baseline_runs/20260906_ovi_rescene_real_evidence/3rscan/gt-v1",a966382c39b249714ff85d297984b40e0de951aa,"selection:f6224c10ea7891dac50baf1a814a44f3a3e54210daaf76fdc6a7df993af67b91;gt_summary:3497d34127968bde3e45c483e0f3cd4d09930312da205d1e5251f44d1f61a4a3",b9d2691576c10408602820a7e42768919a6733cd6cda4d123e28dad926cfef87,3RScan,6_complete_t2_development_pairs,GT_evaluator_only,not_applicable,cpu,20.75,108400640,PASS,/home/ww/oviovo_baseline_runs/20260906_ovi_rescene_real_evidence/3rscan/gt-v1
3rscan_t2_native_d0,"python scripts/evaluation/run_3rscan_t2_matrix.py native-pair --config configs/evaluation/ovi_rescene_3rscan_t2_matrix_v1.json --pair-id PAIR --output-root /home/ww/oviovo_baseline_runs/20260906_ovi_rescene_real_evidence/3rscan/matrix-v1/PAIR (six frozen pairs); aggregate-native",0621491796a8df2e69e75605ca9ca9e0e1bcbe20,"selection:f6224c10ea7891dac50baf1a814a44f3a3e54210daaf76fdc6a7df993af67b91;checkpoint:85ed1aba60320cd19798536b71b91dbc156b7ea60f838832bc0bbbdba131546e;native_summary:30d6c3c32d9b745bfde3ba03c1824e096700bfb34419549a4f6941b27665b50c",9708c0d9b9cb97b7ed1803d49bad280bc2f8bd925d500376f2f049430cf17e86,3RScan,6_complete_t2_development_pairs,D0_NATIVE_PROCESSED,45,cuda:0,8.667954456061125,1770643456,PASS,/home/ww/oviovo_baseline_runs/20260906_ovi_rescene_real_evidence/3rscan/matrix-v1
3rscan_t2_gfr_matrix,"python scripts/evaluation/run_3rscan_t2_matrix.py method-pair --config configs/evaluation/ovi_rescene_3rscan_t2_matrix_v1.json --pair-id PAIR --native-root /home/ww/oviovo_baseline_runs/20260906_ovi_rescene_real_evidence/3rscan/matrix-v1 --output /home/ww/oviovo_baseline_runs/20260906_ovi_rescene_real_evidence/3rscan/matrix-v1/associations-v2/PAIR.json (six frozen pairs); aggregate-matrix",0621491796a8df2e69e75605ca9ca9e0e1bcbe20,"selection:f6224c10ea7891dac50baf1a814a44f3a3e54210daaf76fdc6a7df993af67b91;native_summary:30d6c3c32d9b745bfde3ba03c1824e096700bfb34419549a4f6941b27665b50c;matrix_summary:2bb719c6d511387e07228cb0ba3f2faacbf334321f51408b0e7b01c99e1167b4",9708c0d9b9cb97b7ed1803d49bad280bc2f8bd925d500376f2f049430cf17e86,3RScan,6_complete_t2_development_pairs,D0_G_F_R,45,cpu,224.36195400357246,not_recorded,PASS,/home/ww/oviovo_baseline_runs/20260906_ovi_rescene_real_evidence/3rscan/matrix-v1/associations-v2
