optimizer_update,total,loss_ce,loss_mask,loss_dice,loss_region,loss_consistency,micro_step_pair_ids,pair_exposure_counts,effective_instance_targets,effective_valid_model_rows,effective_valid_regions,mean_micro_loss,gradient_norm_before_clip,optimizer_group_0_gradient_norm,optimizer_group_1_gradient_norm,all_gradients_finite
21,40.60875129699707,0.5846386700868607,0.0564871821552515,0.615292102098465,3.028924822807312,3.3808038234710693,scene0147_00-scene0147_01|scene0001_00-scene0001_01,"{""scene0001_00-scene0001_01"": 7, ""scene0063_00-scene0063_02"": 7, ""scene0078_00-scene0078_01"": 7, ""scene0147_00-scene0147_01"": 7, ""scene0156_00-scene0156_01"": 7, ""scene0201_00-scene0201_01"": 7}",54,49085,252,40.60875129699707,108.53462219238281,0.9983706244239864,0.05706123104622645,True
22,36.948591232299805,0.4104592651128769,0.05685374140739441,0.703334778547287,3.4456734657287598,3.288223385810852,scene0156_00-scene0156_01|scene0078_00-scene0078_01,"{""scene0001_00-scene0001_01"": 7, ""scene0063_00-scene0063_02"": 7, ""scene0078_00-scene0078_01"": 8, ""scene0147_00-scene0147_01"": 7, ""scene0156_00-scene0156_01"": 8, ""scene0201_00-scene0201_01"": 7}",60,83540,264,36.948591232299805,69.14212799072266,0.9986632896300518,0.05168924167947038,True
23,37.8681001663208,0.4105158597230911,0.05562541261315346,0.618343710899353,2.9568785429000854,3.382731080055237,scene0147_00-scene0147_01|scene0001_00-scene0001_01,"{""scene0001_00-scene0001_01"": 8, ""scene0063_00-scene0063_02"": 7, ""scene0078_00-scene0078_01"": 8, ""scene0147_00-scene0147_01"": 8, ""scene0156_00-scene0156_01"": 8, ""scene0201_00-scene0201_01"": 7}",54,49085,252,37.8681001663208,112.44103240966797,0.9988089319911178,0.048792334209202294,True
24,47.778804779052734,0.8210919052362442,0.05435949191451073,0.7170137465000153,3.1203218698501587,3.182005763053894,scene0063_00-scene0063_02|scene0201_00-scene0201_01,"{""scene0001_00-scene0001_01"": 8, ""scene0063_00-scene0063_02"": 8, ""scene0078_00-scene0078_01"": 8, ""scene0147_00-scene0147_01"": 8, ""scene0156_00-scene0156_01"": 8, ""scene0201_00-scene0201_01"": 8}",65,39716,236,47.778804779052734,97.78094482421875,0.9973993585725146,0.07207324309147335,True
25,38.4606819152832,0.441591776907444,0.044223641976714134,0.7378027737140656,2.837158203125,3.585880160331726,scene0201_00-scene0201_01|scene0078_00-scene0078_01,"{""scene0001_00-scene0001_01"": 8, ""scene0063_00-scene0063_02"": 8, ""scene0078_00-scene0078_01"": 9, ""scene0147_00-scene0147_01"": 8, ""scene0156_00-scene0156_01"": 8, ""scene0201_00-scene0201_01"": 9}",65,57161,254,38.4606819152832,58.04571533203125,0.9972875364277044,0.07360425331274993,True
26,40.7899227142334,0.5818568915128708,0.06290587969124317,0.6292324960231781,3.5911301374435425,3.7742655277252197,scene0147_00-scene0147_01|scene0156_00-scene0156_01,"{""scene0001_00-scene0001_01"": 8, ""scene0063_00-scene0063_02"": 8, ""scene0078_00-scene0078_01"": 9, ""scene0147_00-scene0147_01"": 9, ""scene0156_00-scene0156_01"": 9, ""scene0201_00-scene0201_01"": 9}",68,86168,253,40.7899227142334,75.961181640625,0.9970735381601649,0.0764481419632445,True
27,44.44883441925049,0.9004243016242981,0.056199364364147186,0.6739724278450012,2.9202864170074463,2.7663923501968384,scene0063_00-scene0063_02|scene0001_00-scene0001_01,"{""scene0001_00-scene0001_01"": 9, ""scene0063_00-scene0063_02"": 9, ""scene0078_00-scene0078_01"": 9, ""scene0147_00-scene0147_01"": 9, ""scene0156_00-scene0156_01"": 9, ""scene0201_00-scene0201_01"": 9}",46,29012,245,44.44883441925049,78.55390167236328,0.9954537620594511,0.09524617798608355,True
28,46.13137626647949,0.5960001572966576,0.05748659186065197,0.7319667637348175,3.034925937652588,3.2308613061904907,scene0063_00-scene0063_02|scene0201_00-scene0201_01,"{""scene0001_00-scene0001_01"": 9, ""scene0063_00-scene0063_02"": 10, ""scene0078_00-scene0078_01"": 9, ""scene0147_00-scene0147_01"": 9, ""scene0156_00-scene0156_01"": 9, ""scene0201_00-scene0201_01"": 10}",65,39716,236,46.13137626647949,85.76874542236328,0.9960669604252901,0.08860366592287806,True
29,39.74260139465332,0.6720689833164215,0.04990396276116371,0.6480141580104828,2.8411773443222046,3.405260920524597,scene0147_00-scene0147_01|scene0078_00-scene0078_01,"{""scene0001_00-scene0001_01"": 9, ""scene0063_00-scene0063_02"": 10, ""scene0078_00-scene0078_01"": 10, ""scene0147_00-scene0147_01"": 10, ""scene0156_00-scene0156_01"": 9, ""scene0201_00-scene0201_01"": 10}",60,53172,209,39.74260139465332,104.31405639648438,0.9969355430485871,0.07822703792207526,True
30,34.950727462768555,0.29372839629650116,0.05871744267642498,0.6728508472442627,3.3614749908447266,3.350027561187744,scene0001_00-scene0001_01|scene0156_00-scene0156_01,"{""scene0001_00-scene0001_01"": 10, ""scene0063_00-scene0063_02"": 10, ""scene0078_00-scene0078_01"": 10, ""scene0147_00-scene0147_01"": 10, ""scene0156_00-scene0156_01"": 10, ""scene0201_00-scene0201_01"": 10}",54,79453,307,34.950727462768555,143.56478881835938,0.9979503863065425,0.06399162562651056,True
31,34.37617301940918,0.23718136548995972,0.05546865798532963,0.7302393317222595,3.4598965644836426,3.855006456375122,scene0201_00-scene0201_01|scene0156_00-scene0156_01,"{""scene0001_00-scene0001_01"": 10, ""scene0063_00-scene0063_02"": 10, ""scene0078_00-scene0078_01"": 10, ""scene0147_00-scene0147_01"": 10, ""scene0156_00-scene0156_01"": 11, ""scene0201_00-scene0201_01"": 11}",73,90157,298,34.37617301940918,123.01282501220703,0.9993823346161389,0.03514140446072123,True
32,34.73568058013916,0.27120117098093033,0.04691109247505665,0.6875568926334381,2.5392426252365112,3.2665116786956787,scene0078_00-scene0078_01|scene0001_00-scene0001_01,"{""scene0001_00-scene0001_01"": 11, ""scene0063_00-scene0063_02"": 10, ""scene0078_00-scene0078_01"": 11, ""scene0147_00-scene0147_01"": 10, ""scene0156_00-scene0156_01"": 11, ""scene0201_00-scene0201_01"": 11}",46,46457,263,34.73568058013916,190.3787384033203,0.9993715583944506,0.0354472371153877,True
33,51.931644439697266,1.002306580543518,0.06576180830597878,0.6521593928337097,3.091689109802246,3.2590484619140625,scene0147_00-scene0147_01|scene0063_00-scene0063_02,"{""scene0001_00-scene0001_01"": 11, ""scene0063_00-scene0063_02"": 11, ""scene0078_00-scene0078_01"": 11, ""scene0147_00-scene0147_01"": 11, ""scene0156_00-scene0156_01"": 11, ""scene0201_00-scene0201_01"": 11}",60,35727,191,51.931644439697266,115.44182586669922,0.993202262110963,0.11640169625070615,True
34,45.513176918029785,0.6943766996264458,0.05690879747271538,0.68129763007164,2.846913456916809,2.8901565074920654,scene0063_00-scene0063_02|scene0001_00-scene0001_01,"{""scene0001_00-scene0001_01"": 12, ""scene0063_00-scene0063_02"": 12, ""scene0078_00-scene0078_01"": 11, ""scene0147_00-scene0147_01"": 11, ""scene0156_00-scene0156_01"": 11, ""scene0201_00-scene0201_01"": 11}",46,29012,245,45.513176918029785,106.12483978271484,0.9944195603855539,0.10549808139453673,True
35,37.61919593811035,0.5695979297161102,0.054237449541687965,0.6487064361572266,2.763423800468445,3.536795735359192,scene0147_00-scene0147_01|scene0078_00-scene0078_01,"{""scene0001_00-scene0001_01"": 12, ""scene0063_00-scene0063_02"": 12, ""scene0078_00-scene0078_01"": 12, ""scene0147_00-scene0147_01"": 12, ""scene0156_00-scene0156_01"": 11, ""scene0201_00-scene0201_01"": 11}",60,53172,209,37.61919593811035,74.65614318847656,0.9916554868303846,0.12891625108571775,True
36,33.970876693725586,0.24899054318666458,0.05452705733478069,0.7280929088592529,3.465713143348694,3.6599769592285156,scene0156_00-scene0156_01|scene0201_00-scene0201_01,"{""scene0001_00-scene0001_01"": 12, ""scene0063_00-scene0063_02"": 12, ""scene0078_00-scene0078_01"": 12, ""scene0147_00-scene0147_01"": 12, ""scene0156_00-scene0156_01"": 12, ""scene0201_00-scene0201_01"": 12}",73,90157,298,33.970876693725586,52.88408279418945,0.997283913968257,0.07365298151972774,True
37,50.97626876831055,0.7832458913326263,0.06563509628176689,0.6491193771362305,3.149119257926941,3.3282755613327026,scene0063_00-scene0063_02|scene0147_00-scene0147_01,"{""scene0001_00-scene0001_01"": 12, ""scene0063_00-scene0063_02"": 13, ""scene0078_00-scene0078_01"": 12, ""scene0147_00-scene0147_01"": 13, ""scene0156_00-scene0156_01"": 12, ""scene0201_00-scene0201_01"": 12}",60,35727,191,50.97626876831055,114.89280700683594,0.9914203023493964,0.13071305266722685,True
38,32.570106506347656,0.28404735028743744,0.05563382990658283,0.6636167764663696,3.3092044591903687,3.3484009504318237,scene0001_00-scene0001_01|scene0156_00-scene0156_01,"{""scene0001_00-scene0001_01"": 13, ""scene0063_00-scene0063_02"": 13, ""scene0078_00-scene0078_01"": 12, ""scene0147_00-scene0147_01"": 13, ""scene0156_00-scene0156_01"": 13, ""scene0201_00-scene0201_01"": 12}",54,79453,307,32.570106506347656,42.559391021728516,0.9950573402113664,0.09930191191884805,True
39,33.053871154785156,0.25709668546915054,0.04313492216169834,0.7408592104911804,2.609027862548828,3.463263154029846,scene0201_00-scene0201_01|scene0078_00-scene0078_01,"{""scene0001_00-scene0001_01"": 13, ""scene0063_00-scene0063_02"": 13, ""scene0078_00-scene0078_01"": 13, ""scene0147_00-scene0147_01"": 13, ""scene0156_00-scene0156_01"": 13, ""scene0201_00-scene0201_01"": 13}",65,57161,254,33.053871154785156,152.80499267578125,0.9992404053279236,0.03896967125695746,True
40,48.36944770812988,0.7436627149581909,0.06626095063984394,0.6405044794082642,3.0626635551452637,3.0083253383636475,scene0147_00-scene0147_01|scene0063_00-scene0063_02,"{""scene0001_00-scene0001_01"": 13, ""scene0063_00-scene0063_02"": 14, ""scene0078_00-scene0078_01"": 13, ""scene0147_00-scene0147_01"": 14, ""scene0156_00-scene0156_01"": 13, ""scene0201_00-scene0201_01"": 13}",60,35727,191,48.36944770812988,126.60940551757812,0.993513730240335,0.11371256624866673,True
41,35.537994384765625,0.26565930992364883,0.04379279538989067,0.7409746944904327,2.610119104385376,3.1740283966064453,scene0201_00-scene0201_01|scene0078_00-scene0078_01,"{""scene0001_00-scene0001_01"": 13, ""scene0063_00-scene0063_02"": 14, ""scene0078_00-scene0078_01"": 14, ""scene0147_00-scene0147_01"": 14, ""scene0156_00-scene0156_01"": 13, ""scene0201_00-scene0201_01"": 14}",65,57161,254,35.537994384765625,76.63949584960938,0.9965288900354513,0.0832466054567058,True
42,32.343071937561035,0.20884867757558823,0.05665261298418045,0.6756111681461334,3.311963438987732,3.2158873081207275,scene0001_00-scene0001_01|scene0156_00-scene0156_01,"{""scene0001_00-scene0001_01"": 14, ""scene0063_00-scene0063_02"": 14, ""scene0078_00-scene0078_01"": 14, ""scene0147_00-scene0147_01"": 14, ""scene0156_00-scene0156_01"": 14, ""scene0201_00-scene0201_01"": 14}",54,79453,307,32.343071937561035,120.22393798828125,0.9989633730969821,0.04552163636831314,True
43,32.498536109924316,0.19058538228273392,0.04733459837734699,0.6848786473274231,2.4632012844085693,2.999921441078186,scene0001_00-scene0001_01|scene0078_00-scene0078_01,"{""scene0001_00-scene0001_01"": 15, ""scene0063_00-scene0063_02"": 14, ""scene0078_00-scene0078_01"": 15, ""scene0147_00-scene0147_01"": 14, ""scene0156_00-scene0156_01"": 14, ""scene0201_00-scene0201_01"": 14}",46,46457,263,32.498536109924316,57.929927825927734,0.991590610988496,0.129414628482544,True
44,43.01393127441406,0.8117448091506958,0.06337732635438442,0.6297567486763,3.0476895570755005,2.9257335662841797,scene0147_00-scene0147_01|scene0063_00-scene0063_02,"{""scene0001_00-scene0001_01"": 15, ""scene0063_00-scene0063_02"": 15, ""scene0078_00-scene0078_01"": 15, ""scene0147_00-scene0147_01"": 15, ""scene0156_00-scene0156_01"": 14, ""scene0201_00-scene0201_01"": 14}",60,35727,191,43.01393127441406,91.38926696777344,0.9840173285128803,0.1780724679307612,True
45,35.43740653991699,0.22882746160030365,0.05127045139670372,0.7103174924850464,3.4932137727737427,3.451999545097351,scene0201_00-scene0201_01|scene0156_00-scene0156_01,"{""scene0001_00-scene0001_01"": 15, ""scene0063_00-scene0063_02"": 15, ""scene0078_00-scene0078_01"": 15, ""scene0147_00-scene0147_01"": 15, ""scene0156_00-scene0156_01"": 15, ""scene0201_00-scene0201_01"": 15}",73,90157,298,35.43740653991699,53.33152389526367,0.9912436416326806,0.1320453652753858,True
46,33.498695373535156,0.31809307634830475,0.05218677781522274,0.7016265094280243,3.3334362506866455,3.4205292463302612,scene0078_00-scene0078_01|scene0156_00-scene0156_01,"{""scene0001_00-scene0001_01"": 15, ""scene0063_00-scene0063_02"": 15, ""scene0078_00-scene0078_01"": 16, ""scene0147_00-scene0147_01"": 15, ""scene0156_00-scene0156_01"": 16, ""scene0201_00-scene0201_01"": 15}",60,83540,264,33.498695373535156,203.82730102539062,0.9995948378430779,0.028463429141060606,True
47,39.1655158996582,0.4668499231338501,0.060630301013588905,0.6810398995876312,2.7816096544265747,2.98137104511261,scene0063_00-scene0063_02|scene0001_00-scene0001_01,"{""scene0001_00-scene0001_01"": 16, ""scene0063_00-scene0063_02"": 16, ""scene0078_00-scene0078_01"": 16, ""scene0147_00-scene0147_01"": 15, ""scene0156_00-scene0156_01"": 16, ""scene0201_00-scene0201_01"": 15}",46,29012,245,39.1655158996582,77.57595825195312,0.9877494207734171,0.15604799163921004,True
48,34.4371395111084,0.2058427520096302,0.04613303579390049,0.6740316450595856,2.8257006406784058,3.451198935508728,scene0201_00-scene0201_01|scene0147_00-scene0147_01,"{""scene0001_00-scene0001_01"": 16, ""scene0063_00-scene0063_02"": 16, ""scene0078_00-scene0078_01"": 16, ""scene0147_00-scene0147_01"": 16, ""scene0156_00-scene0156_01"": 16, ""scene0201_00-scene0201_01"": 16}",73,59789,243,34.4371395111084,68.92589569091797,0.9921985696209548,0.12466689912702958,True
49,43.03182792663574,0.7091527581214905,0.06463086977601051,0.6472420692443848,3.0309571027755737,2.9534589052200317,scene0063_00-scene0063_02|scene0147_00-scene0147_01,"{""scene0001_00-scene0001_01"": 16, ""scene0063_00-scene0063_02"": 17, ""scene0078_00-scene0078_01"": 16, ""scene0147_00-scene0147_01"": 17, ""scene0156_00-scene0156_01"": 16, ""scene0201_00-scene0201_01"": 16}",60,35727,191,43.03182792663574,93.84530639648438,0.9838000763993773,0.17926915267956306,True
50,32.97380828857422,0.17761588841676712,0.051226766780018806,0.713866800069809,3.4528088569641113,3.425491690635681,scene0156_00-scene0156_01|scene0201_00-scene0201_01,"{""scene0001_00-scene0001_01"": 16, ""scene0063_00-scene0063_02"": 17, ""scene0078_00-scene0078_01"": 16, ""scene0147_00-scene0147_01"": 17, ""scene0156_00-scene0156_01"": 17, ""scene0201_00-scene0201_01"": 17}",73,90157,298,32.97380828857422,43.697479248046875,0.9993890101736219,0.03495286178525413,True
51,31.36012840270996,0.18541428446769714,0.045154446735978127,0.6855950057506561,2.4468528032302856,2.5733593702316284,scene0078_00-scene0078_01|scene0001_00-scene0001_01,"{""scene0001_00-scene0001_01"": 17, ""scene0063_00-scene0063_02"": 17, ""scene0078_00-scene0078_01"": 17, ""scene0147_00-scene0147_01"": 17, ""scene0156_00-scene0156_01"": 17, ""scene0201_00-scene0201_01"": 17}",46,46457,263,31.36012840270996,54.68318176269531,0.9845236471318383,0.17525135639638528,True
52,30.871397018432617,0.08555622771382332,0.04519126936793327,0.700949490070343,2.5945037603378296,2.974910616874695,scene0201_00-scene0201_01|scene0001_00-scene0001_01,"{""scene0001_00-scene0001_01"": 18, ""scene0063_00-scene0063_02"": 17, ""scene0078_00-scene0078_01"": 17, ""scene0147_00-scene0147_01"": 17, ""scene0156_00-scene0156_01"": 17, ""scene0201_00-scene0201_01"": 18}",59,53074,297,30.871397018432617,42.571556091308594,0.9960418987781416,0.08888493387306788,True
53,35.141483306884766,0.35755813121795654,0.049449410289525986,0.646262139081955,2.6886264085769653,2.631676435470581,scene0147_00-scene0147_01|scene0078_00-scene0078_01,"{""scene0001_00-scene0001_01"": 18, ""scene0063_00-scene0063_02"": 17, ""scene0078_00-scene0078_01"": 18, ""scene0147_00-scene0147_01"": 18, ""scene0156_00-scene0156_01"": 17, ""scene0201_00-scene0201_01"": 18}",60,53172,209,35.141483306884766,74.05046081542969,0.9819231983381579,0.18928000895726196,True
54,40.59430122375488,0.6184789687395096,0.061529725790023804,0.672508180141449,3.6376553773880005,2.658722758293152,scene0063_00-scene0063_02|scene0156_00-scene0156_01,"{""scene0001_00-scene0001_01"": 18, ""scene0063_00-scene0063_02"": 18, ""scene0078_00-scene0078_01"": 18, ""scene0147_00-scene0147_01"": 18, ""scene0156_00-scene0156_01"": 18, ""scene0201_00-scene0201_01"": 18}",60,66095,246,40.59430122375488,84.42219543457031,0.9846988483649374,0.17426455546963665,True
55,30.837281227111816,0.16866599768400192,0.042842235416173935,0.6857039630413055,2.4471583366394043,2.477810502052307,scene0078_00-scene0078_01|scene0001_00-scene0001_01,"{""scene0001_00-scene0001_01"": 19, ""scene0063_00-scene0063_02"": 18, ""scene0078_00-scene0078_01"": 19, ""scene0147_00-scene0147_01"": 18, ""scene0156_00-scene0156_01"": 18, ""scene0201_00-scene0201_01"": 18}",46,46457,263,30.837281227111816,53.14756774902344,0.9892067620946806,0.14652600260098117,True
