optimizer_update,total,loss_ce,loss_mask,loss_dice,loss_region,loss_consistency,micro_step_pair_ids,pair_exposure_counts,effective_instance_targets,effective_valid_model_rows,effective_valid_regions,mean_micro_loss,gradient_norm_before_clip,optimizer_group_0_gradient_norm,all_gradients_finite
1,39.119449615478516,0.3585391640663147,0.052751606330275536,0.7206204831600189,0.0,0.0,scene0201_00-scene0201_01|scene0001_00-scene0001_01,"{""scene0001_00-scene0001_01"": 1, ""scene0063_00-scene0063_02"": 0, ""scene0078_00-scene0078_01"": 0, ""scene0147_00-scene0147_01"": 0, ""scene0156_00-scene0156_01"": 0, ""scene0201_00-scene0201_01"": 1}",59,53074,297,39.119449615478516,141.0207061767578,1.0000000078753146,True
2,49.693912506103516,0.8855477869510651,0.07435805350542068,0.6341416835784912,0.0,0.0,scene0147_00-scene0147_01|scene0156_00-scene0156_01,"{""scene0001_00-scene0001_01"": 1, ""scene0063_00-scene0063_02"": 0, ""scene0078_00-scene0078_01"": 0, ""scene0147_00-scene0147_01"": 1, ""scene0156_00-scene0156_01"": 1, ""scene0201_00-scene0201_01"": 1}",68,86168,253,49.693912506103516,417.11669921875,0.9999999595852379,True
3,56.919246673583984,1.5138917863368988,0.06199599243700504,0.7112321555614471,0.0,0.0,scene0078_00-scene0078_01|scene0063_00-scene0063_02,"{""scene0001_00-scene0001_01"": 1, ""scene0063_00-scene0063_02"": 1, ""scene0078_00-scene0078_01"": 1, ""scene0147_00-scene0147_01"": 1, ""scene0156_00-scene0156_01"": 1, ""scene0201_00-scene0201_01"": 1}",52,33099,202,56.919246673583984,164.9705047607422,0.9999999822948665,True
4,49.271345138549805,0.8114256858825684,0.06982748210430145,0.6476016044616699,0.0,0.0,scene0156_00-scene0156_01|scene0147_00-scene0147_01,"{""scene0001_00-scene0001_01"": 1, ""scene0063_00-scene0063_02"": 1, ""scene0078_00-scene0078_01"": 1, ""scene0147_00-scene0147_01"": 2, ""scene0156_00-scene0156_01"": 2, ""scene0201_00-scene0201_01"": 1}",68,86168,253,49.271345138549805,138.39788818359375,0.9999999979499989,True
5,39.05502510070801,0.6328069865703583,0.052412765100598335,0.6904259324073792,0.0,0.0,scene0078_00-scene0078_01|scene0001_00-scene0001_01,"{""scene0001_00-scene0001_01"": 2, ""scene0063_00-scene0063_02"": 1, ""scene0078_00-scene0078_01"": 2, ""scene0147_00-scene0147_01"": 2, ""scene0156_00-scene0156_01"": 2, ""scene0201_00-scene0201_01"": 1}",46,46457,263,39.05502510070801,68.19258880615234,0.9999999764795573,True
6,54.80526924133301,1.2923642247915268,0.057940034195780754,0.7432262897491455,0.0,0.0,scene0201_00-scene0201_01|scene0063_00-scene0063_02,"{""scene0001_00-scene0001_01"": 2, ""scene0063_00-scene0063_02"": 2, ""scene0078_00-scene0078_01"": 2, ""scene0147_00-scene0147_01"": 2, ""scene0156_00-scene0156_01"": 2, ""scene0201_00-scene0201_01"": 2}",65,39716,236,54.80526924133301,135.27645874023438,0.9999999762403601,True
7,46.81215286254883,0.8614022135734558,0.06197691895067692,0.659357100725174,0.0,0.0,scene0078_00-scene0078_01|scene0147_00-scene0147_01,"{""scene0001_00-scene0001_01"": 2, ""scene0063_00-scene0063_02"": 2, ""scene0078_00-scene0078_01"": 3, ""scene0147_00-scene0147_01"": 3, ""scene0156_00-scene0156_01"": 2, ""scene0201_00-scene0201_01"": 2}",60,53172,209,46.81215286254883,780.0440063476562,1.0000000430134142,True
8,49.55025100708008,1.3302123546600342,0.06908807530999184,0.7009515762329102,0.0,0.0,scene0156_00-scene0156_01|scene0063_00-scene0063_02,"{""scene0001_00-scene0001_01"": 2, ""scene0063_00-scene0063_02"": 3, ""scene0078_00-scene0078_01"": 3, ""scene0147_00-scene0147_01"": 3, ""scene0156_00-scene0156_01"": 3, ""scene0201_00-scene0201_01"": 2}",60,66095,246,49.55025100708008,1425.9547119140625,1.000000063770292,True
9,37.60855293273926,0.5638131946325302,0.04852847382426262,0.7199159562587738,0.0,0.0,scene0201_00-scene0201_01|scene0001_00-scene0001_01,"{""scene0001_00-scene0001_01"": 3, ""scene0063_00-scene0063_02"": 3, ""scene0078_00-scene0078_01"": 3, ""scene0147_00-scene0147_01"": 3, ""scene0156_00-scene0156_01"": 3, ""scene0201_00-scene0201_01"": 3}",59,53074,297,37.60855293273926,2586.91796875,1.000000032786866,True
10,58.82402992248535,1.3908298313617706,0.07300549000501633,0.6473810970783234,0.0,0.0,scene0063_00-scene0063_02|scene0147_00-scene0147_01,"{""scene0001_00-scene0001_01"": 3, ""scene0063_00-scene0063_02"": 4, ""scene0078_00-scene0078_01"": 3, ""scene0147_00-scene0147_01"": 4, ""scene0156_00-scene0156_01"": 3, ""scene0201_00-scene0201_01"": 3}",60,35727,191,58.82402992248535,138.6865692138672,0.9999999518349785,True
